id,Geography,population,medianHouseholdIncome
48145,"Falls County, Texas",17265,38547
48147,"Fannin County, Texas",33757,45471
48149,"Fayette County, Texas",24909,51290
48151,"Fisher County, Texas",3847,41531
48153,"Floyd County, Texas",6088,43070
48155,"Foard County, Texas",1320,48068
48157,"Fort Bend County, Texas",683756,91152
48159,"Franklin County, Texas",10571,42652
48161,"Freestone County, Texas",19585,45134
48163,"Frio County, Texas",18542,37163
48165,"Gaines County, Texas",19485,58788
48167,"Galveston County, Texas",314485,63064
48169,"Garza County, Texas",6614,52708
48171,"Gillespie County, Texas",25732,55850
48173,"Glasscock County, Texas",1253,62159
48175,"Goliad County, Texas",7463,54375
48177,"Gonzales County, Texas",20370,46630
48179,"Gray County, Texas",23028,45264
48181,"Grayson County, Texas",124231,50212
48183,"Gregg County, Texas",123283,47140
48185,"Grimes County, Texas",27140,47839
48187,"Guadalupe County, Texas",147313,64599
48189,"Hale County, Texas",35007,44995
48191,"Hall County, Texas",3162,27244
48193,"Hamilton County, Texas",8232,45105
48195,"Hansford County, Texas",5552,41335
48197,"Hardeman County, Texas",3952,35156
48199,"Hardin County, Texas",55624,54352
48201,"Harris County, Texas",4434257,55584
48203,"Harrison County, Texas",66431,46230
48205,"Hartley County, Texas",5966,64614
48207,"Haskell County, Texas",5812,41067
48209,"Hays County, Texas",185686,60495
48211,"Hemphill County, Texas",4151,67773
48213,"Henderson County, Texas",79213,43434
48215,"Hidalgo County, Texas",828334,36094
48217,"Hill County, Texas",34901,43441
48219,"Hockley County, Texas",23377,50331
48221,"Hood County, Texas",54217,58315
48223,"Hopkins County, Texas",35844,45748
48225,"Houston County, Texas",22802,32434
48227,"Howard County, Texas",36423,50977
48229,"Hudspeth County, Texas",3481,26635
48231,"Hunt County, Texas",89068,45643
48233,"Hutchinson County, Texas",21782,50114
48235,"Irion County, Texas",1631,64100
48237,"Jack County, Texas",8866,50390
48239,"Jackson County, Texas",14678,56601
48241,"Jasper County, Texas",35640,44552
48243,"Jeff Davis County, Texas",2221,50174
48245,"Jefferson County, Texas",252993,44965
48247,"Jim Hogg County, Texas",5218,34769
48249,"Jim Wells County, Texas",41486,43321
48251,"Johnson County, Texas",157544,59095
48253,"Jones County, Texas",19944,47007
48255,"Karnes County, Texas",14984,46058
48257,"Kaufman County, Texas",111830,60179
48259,"Kendall County, Texas",39010,76350
48261,"Kenedy County, Texas",558,24000
48263,"Kent County, Texas",667,50625
48265,"Kerr County, Texas",50505,44261
48267,"Kimble County, Texas",4453,41263
48269,"King County, Texas",274,57083
48271,"Kinney County, Texas",3578,34398
48273,"Kleberg County, Texas",31877,41469
48275,"Knox County, Texas",3807,42188
48277,"Lamar County, Texas",49626,40283
48279,"Lamb County, Texas",13561,41401
48281,"Lampasas County, Texas",20357,50358
48283,"La Salle County, Texas",7319,40094
48285,"Lavaca County, Texas",19654,47753
48287,"Lee County, Texas",16754,54346
48289,"Leon County, Texas",16923,47441
48291,"Liberty County, Texas",78598,49655
48293,"Limestone County, Texas",23469,37431
48295,"Lipscomb County, Texas",3507,60163
48297,"Live Oak County, Texas",11976,50741
48299,"Llano County, Texas",19624,48562
48301,"Loving County, Texas",76,56875
48303,"Lubbock County, Texas",294682,46859
48305,"Lynn County, Texas",5723,40722
48307,"McCulloch County, Texas",8242,40784
48309,"McLennan County, Texas",243394,44246
48311,"McMullen County, Texas",671,57589
48313,"Madison County, Texas",13843,43209
48315,"Marion County, Texas",10191,35424
48317,"Martin County, Texas",5451,63992
48319,"Mason County, Texas",4064,38496
48321,"Matagorda County, Texas",36719,41253
48323,"Maverick County, Texas",56830,37155
48325,"Medina County, Texas",47920,58333
48327,"Menard County, Texas",2163,37917
48329,"Midland County, Texas",155817,71424
48331,"Milam County, Texas",24372,39213
48333,"Mills County, Texas",4871,44375
48335,"Mitchell County, Texas",8995,51555
48337,"Montague County, Texas",19384,46383
48339,"Montgomery County, Texas",518849,70805
48341,"Moore County, Texas",22186,50552
48343,"Morris County, Texas",12653,37902
48345,"Motley County, Texas",1022,35433
48347,"Nacogdoches County, Texas",65556,38915
48349,"Navarro County, Texas",48177,43388
48351,"Newton County, Texas",14138,36829
48353,"Nolan County, Texas",15017,38411
48355,"Nueces County, Texas",355667,51882
48357,"Ochiltree County, Texas",10577,50011
48359,"Oldham County, Texas",2069,52292
48361,"Orange County, Texas",83751,51443
48363,"Palo Pinto County, Texas",27922,42824
48365,"Panola County, Texas",23771,50712
48367,"Parker County, Texas",123601,67979
48369,"Parmer County, Texas",9921,48589
48371,"Pecos County, Texas",15826,51735
48373,"Polk County, Texas",46583,40864
48375,"Potter County, Texas",121883,40340
48377,"Presidio County, Texas",7144,33453
48379,"Rains County, Texas",11087,50405
48381,"Randall County, Texas",128603,62635
48383,"Reagan County, Texas",3625,59257
48385,"Real County, Texas",3348,37059
48387,"Red River County, Texas",12455,35016
48389,"Reeves County, Texas",14438,46464
48391,"Refugio County, Texas",7315,50145
48393,"Roberts County, Texas",939,72500
48395,"Robertson County, Texas",16537,49142
48397,"Rockwall County, Texas",88010,89161
48399,"Runnels County, Texas",10411,41339
48401,"Rusk County, Texas",53197,47424
48403,"Sabine County, Texas",10367,32500
48405,"San Augustine County, Texas",8556,29426
48407,"San Jacinto County, Texas",27172,44878
48409,"San Patricio County, Texas",66706,52659
48411,"San Saba County, Texas",5881,40718
48413,"Schleicher County, Texas",3171,59766
48415,"Scurry County, Texas",17314,55661
48417,"Shackelford County, Texas",3323,50285
48419,"Shelby County, Texas",25705,36312
48421,"Sherman County, Texas",3069,52969
48423,"Smith County, Texas",219745,48683
48425,"Somervell County, Texas",8673,50562
48427,"Starr County, Texas",63008,26682
48429,"Stephens County, Texas",9787,45217
48431,"Sterling County, Texas",1233,50156
48433,"Stonewall County, Texas",1233,47969
48435,"Sutton County, Texas",3936,54567
48437,"Swisher County, Texas",7639,35167
48439,"Tarrant County, Texas",1947529,60373
48441,"Taylor County, Texas",135234,47044
48443,"Terrell County, Texas",778,24821
48445,"Terry County, Texas",12724,40407
48447,"Throckmorton County, Texas",1520,39438
48449,"Titus County, Texas",32592,45026
48451,"Tom Green County, Texas",116264,47637
48453,"Travis County, Texas",1148176,64422
48455,"Trinity County, Texas",14360,35865
48457,"Tyler County, Texas",21371,45427
48459,"Upshur County, Texas",40295,47724
48461,"Upton County, Texas",3475,48220
48463,"Uvalde County, Texas",27055,39011
48465,"Val Verde County, Texas",48862,44170
48467,"Van Zandt County, Texas",53070,46555
48469,"Victoria County, Texas",90989,54697
48471,"Walker County, Texas",69926,40090
48473,"Waller County, Texas",47049,53508
48475,"Ward County, Texas",11396,56796
48477,"Washington County, Texas",34544,52718
48479,"Webb County, Texas",266006,38711
48481,"Wharton County, Texas",41377,46445
48483,"Wheeler County, Texas",5642,51082
48485,"Wichita County, Texas",132148,45371
48487,"Wilbarger County, Texas",13061,43635
48489,"Willacy County, Texas",21944,28817
48491,"Williamson County, Texas",490619,75935
48493,"Wilson County, Texas",46444,68737
48495,"Winkler County, Texas",7723,54261
48497,"Wise County, Texas",62089,56396
48499,"Wood County, Texas",43198,47814
48501,"Yoakum County, Texas",8316,56655
48503,"Young County, Texas",18275,46978
48505,"Zapata County, Texas",14335,36976
48507,"Zavala County, Texas",12107,26639
49001,"Beaver County, Utah",6437,48083
49003,"Box Elder County, Utah",51528,55514
49005,"Cache County, Utah",118824,51935
49007,"Carbon County, Utah",20733,47793
49009,"Daggett County, Utah",751,75938
49011,"Davis County, Utah",329292,72661
49013,"Duchesne County, Utah",20078,61244
49015,"Emery County, Utah",10570,51276
49017,"Garfield County, Utah",5020,45221
49019,"Grand County, Utah",9428,43529
49021,"Iron County, Utah",47751,43799
49023,"Juab County, Utah",10507,54861
49025,"Kane County, Utah",7216,50517
49027,"Millard County, Utah",12604,53902
49029,"Morgan County, Utah",10645,80865
49031,"Piute County, Utah",1859,37112
49033,"Rich County, Utah",2284,52569
49035,"Salt Lake County, Utah",1092518,64601
49037,"San Juan County, Utah",15540,41108
49039,"Sanpete County, Utah",28551,48866
49041,"Sevier County, Utah",20913,48872
49043,"Summit County, Utah",39009,91470
49045,"Tooele County, Utah",61986,64149
49047,"Uintah County, Utah",36308,67943
49049,"Utah County, Utah",564177,64321
49051,"Wasatch County, Utah",27895,71337
49053,"Washington County, Utah",151959,52865
49055,"Wayne County, Utah",2716,41684
49057,"Weber County, Utah",241328,59660
50001,"Addison County, Vermont",36926,61020
50003,"Bennington County, Vermont",36503,51489
50005,"Caledonia County, Vermont",30859,46931
50007,"Chittenden County, Vermont",160510,66414
50009,"Essex County, Vermont",6173,39467
50011,"Franklin County, Vermont",48625,58884
50013,"Grand Isle County, Vermont",6945,64295
50015,"Lamoille County, Vermont",25136,53316
50017,"Orange County, Vermont",28897,54263
50019,"Orleans County, Vermont",27076,43959
50021,"Rutland County, Vermont",60133,50029
50023,"Washington County, Vermont",58963,58171
50025,"Windham County, Vermont",43609,50917
50027,"Windsor County, Vermont",55894,54763
51001,"Accomack County, Virginia",33060,38503
51003,"Albemarle County, Virginia",104287,70342
51005,"Alleghany County, Virginia",15919,45538
51007,"Amelia County, Virginia",12793,58269
51009,"Amherst County, Virginia",31999,47002
51011,"Appomattox County, Virginia",15314,52134
51013,"Arlington County, Virginia",226092,108706
51015,"Augusta County, Virginia",74330,56802
51017,"Bath County, Virginia",4558,44985
51019,"Bedford County, Virginia",76933,56725
51021,"Bland County, Virginia",6612,47800
51023,"Botetourt County, Virginia",33192,61470
51025,"Brunswick County, Virginia",16573,38858
51027,"Buchanan County, Virginia",23158,30335
51029,"Buckingham County, Virginia",17030,43514
51031,"Campbell County, Virginia",55061,47005
51033,"Caroline County, Virginia",29640,57294
51035,"Carroll County, Virginia",29733,37048
51036,"Charles City County, Virginia",7086,54167
51037,"Charlotte County, Virginia",12232,33837
51041,"Chesterfield County, Virginia",331839,73869
51043,"Clarke County, Virginia",14307,71986
51045,"Craig County, Virginia",5195,40500
51047,"Culpeper County, Virginia",48952,66160
51049,"Cumberland County, Virginia",9769,37489
51051,"Dickenson County, Virginia",15304,31226
51053,"Dinwiddie County, Virginia",28155,51579
51057,"Essex County, Virginia",11130,47527
51059,"Fairfax County, Virginia",1132887,114329
51061,"Fauquier County, Virginia",68025,91221
51063,"Floyd County, Virginia",15587,47288
51065,"Fluvanna County, Virginia",26046,66425
51067,"Franklin County, Virginia",56230,48720
51069,"Frederick County, Virginia",82321,68929
51071,"Giles County, Virginia",16871,47675
51073,"Gloucester County, Virginia",37021,62878
51075,"Goochland County, Virginia",21979,82326
51077,"Grayson County, Virginia",15180,31002
51079,"Greene County, Virginia",19085,61615
51081,"Greensville County, Virginia",11698,40559
51083,"Halifax County, Virginia",35305,37001
51085,"Hanover County, Virginia",102199,81170
51087,"Henrico County, Virginia",321921,63699
51089,"Henry County, Virginia",52209,34992
51091,"Highland County, Virginia",2230,44877
51093,"Isle of Wight County, Virginia",36027,66835
51095,"James City County, Virginia",71900,80226
51097,"King and Queen County, Virginia",7140,48852
51099,"King George County, Virginia",25260,84342
51101,"King William County, Virginia",16156,64297
51103,"Lancaster County, Virginia",11055,50118
51105,"Lee County, Virginia",24911,31577
51107,"Loudoun County, Virginia",362435,125672
51109,"Louisa County, Virginia",34350,54662
51111,"Lunenburg County, Virginia",12450,39911
51113,"Madison County, Virginia",13122,48271
51115,"Mathews County, Virginia",8848,64049
51117,"Mecklenburg County, Virginia",31209,40040
51119,"Middlesex County, Virginia",10728,53093
51121,"Montgomery County, Virginia",97227,49712
51125,"Nelson County, Virginia",14831,50994
51127,"New Kent County, Virginia",20051,75303
51131,"Northampton County, Virginia",12118,37011
51133,"Northumberland County, Virginia",12272,54440
51135,"Nottoway County, Virginia",15641,36849
51137,"Orange County, Virginia",34873,66990
51139,"Page County, Virginia",23759,45030
51141,"Patrick County, Virginia",18180,35999
51143,"Pittsylvania County, Virginia",62392,43087
51145,"Powhatan County, Virginia",28286,77684
51147,"Prince Edward County, Virginia",23077,42283
51149,"Prince George County, Virginia",37664,64805
51153,"Prince William County, Virginia",443630,98546
51155,"Pulaski County, Virginia",34417,49469
51157,"Rappahannock County, Virginia",7416,58026
51159,"Richmond County, Virginia",8868,44919
51161,"Roanoke County, Virginia",93655,60380
51163,"Rockbridge County, Virginia",22450,52478
51165,"Rockingham County, Virginia",78427,55029
51167,"Russell County, Virginia",27973,38370
51169,"Scott County, Virginia",22378,38017
51171,"Shenandoah County, Virginia",42857,50450
51173,"Smyth County, Virginia",31513,38906
51175,"Southampton County, Virginia",18291,51032
51177,"Spotsylvania County, Virginia",129181,79742
51179,"Stafford County, Virginia",139548,97528
51181,"Surry County, Virginia",6731,56632
51183,"Sussex County, Virginia",11733,37917
51185,"Tazewell County, Virginia",43367,38238
51187,"Warren County, Virginia",38807,63734
51191,"Washington County, Virginia",54562,43835
51193,"Westmoreland County, Virginia",17528,51566
51195,"Wise County, Virginia",40074,36352
51197,"Wythe County, Virginia",29171,42888
51199,"York County, Virginia",66919,83410
51510,"Alexandria city, Virginia",151473,89200
51520,"Bristol city, Virginia",17340,35801
51530,"Buena Vista city, Virginia",6610,29109
51540,"Charlottesville city, Virginia",45538,50727
51550,"Chesapeake city, Virginia",233194,69978
51570,"Colonial Heights city, Virginia",17554,49639
51580,"Covington city, Virginia",5650,34703
51590,"Danville city, Virginia",42360,33721
51595,"Emporia city, Virginia",5565,27169
51600,"Fairfax city, Virginia",23620,104065
51610,"Falls Church city, Virginia",13597,115244
51620,"Franklin city, Virginia",8413,38333
51630,"Fredericksburg city, Virginia",27853,53980
51640,"Galax city, Virginia",6858,31110
51650,"Hampton city, Virginia",136789,49890
51660,"Harrisonburg city, Virginia",51979,40494
51670,"Hopewell city, Virginia",22332,40814
51678,"Lexington city, Virginia",7036,34464
51680,"Lynchburg city, Virginia",78755,40728
51683,"Manassas city, Virginia",41149,74371
51685,"Manassas Park city, Virginia",15827,75027
51690,"Martinsville city, Virginia",13551,31719
51700,"Newport News city, Virginia",181606,50089
51710,"Norfolk city, Virginia",245724,45268
51720,"Norton city, Virginia",3978,26000
51730,"Petersburg city, Virginia",31997,32169
51735,"Poquoson city, Virginia",12068,84643
51740,"Portsmouth city, Virginia",96071,47050
51750,"Radford city, Virginia",17186,31457
51760,"Richmond city, Virginia",216773,41187
51770,"Roanoke city, Virginia",99329,39201
51775,"Salem city, Virginia",25290,52351
51790,"Staunton city, Virginia",24234,42948
51800,"Suffolk city, Virginia",87061,65435
51810,"Virginia Beach city, Virginia",449733,67719
51820,"Waynesboro city, Virginia",21366,45097
51830,"Williamsburg city, Virginia",14988,50091
51840,"Winchester city, Virginia",27349,46466
53001,"Adams County, Washington",19100,47554
53003,"Asotin County, Washington",22113,45550
53005,"Benton County, Washington",187519,61147
53007,"Chelan County, Washington",74761,51845
53009,"Clallam County, Washington",72969,47180
53011,"Clark County, Washington",450893,62879
53013,"Columbia County, Washington",3971,42083
53015,"Cowlitz County, Washington",102854,49127
53017,"Douglas County, Washington",40101,53758
53019,"Ferry County, Washington",7639,39555
53021,"Franklin County, Washington",87810,58284
53023,"Garfield County, Washington",2231,51395
53025,"Grant County, Washington",92530,50145
53027,"Grays Harbor County, Washington",71233,44521
53029,"Island County, Washington",80113,60261
53031,"Jefferson County, Washington",30333,50928
53033,"King County, Washington",2079550,78800
53035,"Kitsap County, Washington",257488,65017
53037,"Kittitas County, Washington",42785,47898
53039,"Klickitat County, Washington",20930,49633
53041,"Lewis County, Washington",75724,44526
53043,"Lincoln County, Washington",10326,47676
53045,"Mason County, Washington",61060,51764
53047,"Okanogan County, Washington",41299,41158
53049,"Pacific County, Washington",20743,38387
53051,"Pend Oreille County, Washington",13001,46036
53053,"Pierce County, Washington",832896,61468
53055,"San Juan County, Washington",16056,58029
53057,"Skagit County, Washington",120475,56433
53059,"Skamania County, Washington",11316,53082
53061,"Snohomish County, Washington",758649,73528
53063,"Spokane County, Washington",485859,50550
53065,"Stevens County, Washington",43744,44115
53067,"Thurston County, Washington",266311,62854
53069,"Wahkiakum County, Washington",4051,48116
53071,"Walla Walla County, Washington",59809,48705
53073,"Whatcom County, Washington",209729,54207
53075,"Whitman County, Washington",47494,38636
53077,"Yakima County, Washington",247681,45700
54001,"Barbour County, West Virginia",16892,36733
54003,"Berkeley County, West Virginia",110173,57148
54005,"Boone County, West Virginia",23645,37820
54007,"Braxton County, West Virginia",14463,38092
54009,"Brooke County, West Virginia",23473,46265
54011,"Cabell County, West Virginia",96623,37760
54013,"Calhoun County, West Virginia",7482,39384
54015,"Clay County, West Virginia",9033,33639
54017,"Doddridge County, West Virginia",8363,39381
54019,"Fayette County, West Virginia",45192,37846
54021,"Gilmer County, West Virginia",8497,37286
54023,"Grant County, West Virginia",11770,38703
54025,"Greenbrier County, West Virginia",35580,40026
54027,"Hampshire County, West Virginia",23455,32177
54029,"Hancock County, West Virginia",30024,40316
54031,"Hardy County, West Virginia",13942,39840
54033,"Harrison County, West Virginia",68775,44845
54035,"Jackson County, West Virginia",29199,40949
54037,"Jefferson County, West Virginia",55531,69753
54039,"Kanawha County, West Virginia",189636,46528
54041,"Lewis County, West Virginia",16422,37827
54043,"Lincoln County, West Virginia",21482,36232
54045,"Logan County, West Virginia",35166,37262
54047,"McDowell County, West Virginia",20273,25206
54049,"Marion County, West Virginia",56716,46430
54051,"Marshall County, West Virginia",32296,44464
54053,"Mason County, West Virginia",27060,37322
54055,"Mercer County, West Virginia",61476,37255
54057,"Mineral County, West Virginia",27606,36153
54059,"Mingo County, West Virginia",25549,32441
54061,"Monongalia County, West Virginia",102827,47060
54063,"Monroe County, West Virginia",13496,35995
54065,"Morgan County, West Virginia",17514,43234
54067,"Nicholas County, West Virginia",25743,39901
54069,"Ohio County, West Virginia",43257,41986
54071,"Pendleton County, West Virginia",7291,37035
54073,"Pleasants County, West Virginia",7612,45191
54075,"Pocahontas County, West Virginia",8620,36026
54077,"Preston County, West Virginia",33793,45221
54079,"Putnam County, West Virginia",56743,56640
54081,"Raleigh County, West Virginia",78051,41533
54083,"Randolph County, West Virginia",29287,40308
54085,"Ritchie County, West Virginia",10044,40850
54087,"Roane County, West Virginia",14513,34144
54089,"Summers County, West Virginia",13325,35620
54091,"Taylor County, West Virginia",16949,44371
54093,"Tucker County, West Virginia",6922,43529
54095,"Tyler County, West Virginia",9000,38674
54097,"Upshur County, West Virginia",24632,42240
54099,"Wayne County, West Virginia",41237,38311
54101,"Webster County, West Virginia",8820,29982
54103,"Wetzel County, West Virginia",15997,39446
54105,"Wirt County, West Virginia",5826,38101
54107,"Wood County, West Virginia",86262,43944
54109,"Wyoming County, West Virginia",22537,35469
55001,"Adams County, Wisconsin",20294,43554
55003,"Ashland County, Wisconsin",15936,40297
55005,"Barron County, Wisconsin",45548,46863
55007,"Bayfield County, Wisconsin",14987,48132
55009,"Brown County, Wisconsin",256621,54172
55011,"Buffalo County, Wisconsin",13256,52447
55013,"Burnett County, Wisconsin",15259,42441
55015,"Calumet County, Wisconsin",49653,70042
55017,"Chippewa County, Wisconsin",63355,52657
55019,"Clark County, Wisconsin",34486,46783
55021,"Columbia County, Wisconsin",56650,61004
55023,"Crawford County, Wisconsin",16415,45780
55025,"Dane County, Wisconsin",516818,64773
55027,"Dodge County, Wisconsin",88404,54111
55029,"Door County, Wisconsin",27669,53980
55031,"Douglas County, Wisconsin",43705,48190
55033,"Dunn County, Wisconsin",44348,51787
55035,"Eau Claire County, Wisconsin",101907,50538
55037,"Florence County, Wisconsin",4474,46595
55039,"Fond du Lac County, Wisconsin",101968,56376
55041,"Forest County, Wisconsin",9108,41378
55043,"Grant County, Wisconsin",51723,49077
55045,"Green County, Wisconsin",37050,57416
55047,"Green Lake County, Wisconsin",18881,47174
55049,"Iowa County, Wisconsin",23751,56641
55051,"Iron County, Wisconsin",5850,41270
55053,"Jackson County, Wisconsin",20566,49608
55055,"Jefferson County, Wisconsin",84538,57290
55057,"Juneau County, Wisconsin",26399,47243
55059,"Kenosha County, Wisconsin",167896,56086
55061,"Kewaunee County, Wisconsin",20459,58152
55063,"La Crosse County, Wisconsin",117538,51477
55065,"Lafayette County, Wisconsin",16793,53038
55067,"Langlade County, Wisconsin",19414,43501
55069,"Lincoln County, Wisconsin",28171,52221
55071,"Manitowoc County, Wisconsin",80178,49613
55073,"Marathon County, Wisconsin",135367,54227
55075,"Marinette County, Wisconsin",41090,43893
55077,"Marquette County, Wisconsin",15082,48445
55078,"Menominee County, Wisconsin",4457,37147
55079,"Milwaukee County, Wisconsin",955306,45263
55081,"Monroe County, Wisconsin",45365,53394
55083,"Oconto County, Wisconsin",37475,54018
55085,"Oneida County, Wisconsin",35604,49715
55087,"Outagamie County, Wisconsin",181799,59806
55089,"Ozaukee County, Wisconsin",87625,78415
55091,"Pepin County, Wisconsin",7349,51346
55093,"Pierce County, Wisconsin",40881,64364
55095,"Polk County, Wisconsin",43483,52039
55097,"Portage County, Wisconsin",70551,52411
55099,"Price County, Wisconsin",13707,43547
55101,"Racine County, Wisconsin",194873,56359
55103,"Richland County, Wisconsin",17642,46564
55105,"Rock County, Wisconsin",160986,50968
55107,"Rusk County, Wisconsin",14272,39904
55109,"St. Croix County, Wisconsin",86726,73743
55111,"Sauk County, Wisconsin",63317,53225
55113,"Sawyer County, Wisconsin",16438,41869
55115,"Shawano County, Wisconsin",41384,48773
55117,"Sheboygan County, Wisconsin",115269,54392
55119,"Taylor County, Wisconsin",20521,47306
55121,"Trempealeau County, Wisconsin",29521,52438
55123,"Vernon County, Wisconsin",30442,49476
55125,"Vilas County, Wisconsin",21373,41632
55127,"Walworth County, Wisconsin",103021,55575
55129,"Washburn County, Wisconsin",15685,44437
55131,"Washington County, Wisconsin",133422,70325
55133,"Waukesha County, Wisconsin",395377,78268
55135,"Waupaca County, Wisconsin",51974,52441
55137,"Waushara County, Wisconsin",24238,46581
55139,"Winnebago County, Wisconsin",169487,53501
55141,"Wood County, Wisconsin",73621,49926
56001,"Albany County, Wyoming",37836,43043
56003,"Big Horn County, Wyoming",11931,50820
56005,"Campbell County, Wyoming",48473,80822
56007,"Carbon County, Wyoming",15696,56972
56009,"Converse County, Wyoming",14223,66737
56011,"Crook County, Wyoming",7284,60307
56013,"Fremont County, Wyoming",40683,53559
56015,"Goshen County, Wyoming",13546,44883
56017,"Hot Springs County, Wyoming",4781,46087
56019,"Johnson County, Wyoming",8572,54594
56021,"Laramie County, Wyoming",96459,61201
56023,"Lincoln County, Wyoming",18543,64579
56025,"Natrona County, Wyoming",80871,56983
56027,"Niobrara County, Wyoming",2498,40640
56029,"Park County, Wyoming",29083,61185
56031,"Platte County, Wyoming",8740,41051
56033,"Sheridan County, Wyoming",29924,53914
56035,"Sublette County, Wyoming",10032,76004
56037,"Sweetwater County, Wyoming",44812,68233
56039,"Teton County, Wyoming",22623,75594
56041,"Uinta County, Wyoming",20893,53323
56043,"Washakie County, Wyoming",8351,46212
56045,"Weston County, Wyoming",7175,55640
