id,Geography,population,medianHouseholdIncome
26151,"Sanilac County, Michigan",41761,42037
26153,"Schoolcraft County, Michigan",8186,36649
26155,"Shiawassee County, Michigan",68800,48470
26157,"Tuscola County, Michigan",54014,44193
26159,"Van Buren County, Michigan",75216,47141
26161,"Washtenaw County, Michigan",358082,62484
26163,"Wayne County, Michigan",1767593,42043
26165,"Wexford County, Michigan",32829,40417
27001,"Aitkin County, Minnesota",15722,44524
27003,"Anoka County, Minnesota",341249,73579
27005,"Becker County, Minnesota",33375,54115
27007,"Beltrami County, Minnesota",45644,45201
27009,"Benton County, Minnesota",39457,51841
27011,"Big Stone County, Minnesota",5098,47132
27013,"Blue Earth County, Minnesota",65524,52119
27015,"Brown County, Minnesota",25327,53319
27017,"Carlton County, Minnesota",35482,55607
27019,"Carver County, Minnesota",97143,88638
27021,"Cass County, Minnesota",28633,47926
27023,"Chippewa County, Minnesota",12126,54041
27025,"Chisago County, Minnesota",54041,72908
27027,"Clay County, Minnesota",61402,59614
27029,"Clearwater County, Minnesota",8764,44203
27031,"Cook County, Minnesota",5215,51793
27033,"Cottonwood County, Minnesota",11557,47407
27035,"Crow Wing County, Minnesota",63321,50893
27037,"Dakota County, Minnesota",411402,77321
27039,"Dodge County, Minnesota",20361,68718
27041,"Douglas County, Minnesota",36862,56347
27043,"Faribault County, Minnesota",14119,49101
27045,"Fillmore County, Minnesota",20877,54358
27047,"Freeborn County, Minnesota",30751,48827
27049,"Goodhue County, Minnesota",46450,60452
27051,"Grant County, Minnesota",5943,53828
27053,"Hennepin County, Minnesota",1209265,67989
27055,"Houston County, Minnesota",18791,55550
27057,"Hubbard County, Minnesota",20640,49742
27059,"Isanti County, Minnesota",38461,62733
27061,"Itasca County, Minnesota",45356,49507
27063,"Jackson County, Minnesota",10163,55114
27065,"Kanabec County, Minnesota",15918,48042
27067,"Kandiyohi County, Minnesota",42510,53514
27069,"Kittson County, Minnesota",4436,51484
27071,"Koochiching County, Minnesota",12930,44929
27073,"Lac qui Parle County, Minnesota",6916,49210
27075,"Lake County, Minnesota",10721,52320
27077,"Lake of the Woods County, Minnesota",3901,45732
27079,"Le Sueur County, Minnesota",27650,62462
27081,"Lincoln County, Minnesota",5793,49438
27083,"Lyon County, Minnesota",25670,51920
27085,"McLeod County, Minnesota",35926,57738
27087,"Mahnomen County, Minnesota",5480,41597
27089,"Marshall County, Minnesota",9406,56340
27091,"Martin County, Minnesota",20193,51984
27093,"Meeker County, Minnesota",23094,58574
27095,"Mille Lacs County, Minnesota",25788,51232
27097,"Morrison County, Minnesota",32850,51456
27099,"Mower County, Minnesota",39248,51778
27101,"Murray County, Minnesota",8463,51801
27103,"Nicollet County, Minnesota",33226,61501
27105,"Nobles County, Minnesota",21729,53269
27107,"Norman County, Minnesota",6638,52083
27109,"Olmsted County, Minnesota",150104,69308
27111,"Otter Tail County, Minnesota",57694,53351
27113,"Pennington County, Minnesota",14156,51156
27115,"Pine County, Minnesota",29067,45379
27117,"Pipestone County, Minnesota",9285,48944
27119,"Polk County, Minnesota",31550,53059
27121,"Pope County, Minnesota",10975,55180
27123,"Ramsey County, Minnesota",531528,57717
27125,"Red Lake County, Minnesota",4042,49800
27127,"Redwood County, Minnesota",15578,48891
27129,"Renville County, Minnesota",14995,54824
27131,"Rice County, Minnesota",65116,61683
27133,"Rock County, Minnesota",9554,52835
27135,"Roseau County, Minnesota",15609,54827
27137,"St. Louis County, Minnesota",200353,49395
27139,"Scott County, Minnesota",139490,90198
27141,"Sherburne County, Minnesota",91188,78081
27143,"Sibley County, Minnesota",14957,59596
27145,"Stearns County, Minnesota",153661,56977
27147,"Steele County, Minnesota",36541,58141
27149,"Stevens County, Minnesota",9762,55941
27151,"Swift County, Minnesota",9483,49956
27153,"Todd County, Minnesota",24335,47549
27155,"Traverse County, Minnesota",3397,50333
27157,"Wabasha County, Minnesota",21327,58865
27159,"Wadena County, Minnesota",13755,42689
27161,"Waseca County, Minnesota",19034,53199
27163,"Washington County, Minnesota",248745,86689
27165,"Watonwan County, Minnesota",10996,50068
27167,"Wilkin County, Minnesota",6479,52963
27169,"Winona County, Minnesota",51145,52840
27171,"Wright County, Minnesota",129922,75705
27173,"Yellow Medicine County, Minnesota",10038,54717
28001,"Adams County, Mississippi",31747,31283
28003,"Alcorn County, Mississippi",37309,38892
28005,"Amite County, Mississippi",12692,27334
28007,"Attala County, Mississippi",19085,33018
28009,"Benton County, Mississippi",8378,36302
28011,"Bolivar County, Mississippi",33615,27457
28013,"Calhoun County, Mississippi",14724,31141
28015,"Carroll County, Mississippi",10301,40278
28017,"Chickasaw County, Mississippi",17357,31048
28019,"Choctaw County, Mississippi",8320,32953
28021,"Claiborne County, Mississippi",9209,25000
28023,"Clarke County, Mississippi",16203,36441
28025,"Clay County, Mississippi",20147,33142
28027,"Coahoma County, Mississippi",24804,28217
28029,"Copiah County, Mississippi",28780,34738
28031,"Covington County, Mississippi",19503,31684
28033,"DeSoto County, Mississippi",170890,60111
28035,"Forrest County, Mississippi",76274,37017
28037,"Franklin County, Mississippi",7818,40081
28039,"George County, Mississippi",23313,47313
28041,"Greene County, Mississippi",13941,40069
28043,"Grenada County, Mississippi",21518,33026
28045,"Hancock County, Mississippi",46028,46542
28047,"Harrison County, Mississippi",198570,43095
28049,"Hinds County, Mississippi",244596,38773
28051,"Holmes County, Mississippi",18547,20800
28053,"Humphreys County, Mississippi",8822,23442
28055,"Issaquena County, Mississippi",1352,24306
28057,"Itawamba County, Mississippi",23511,35380
28059,"Jackson County, Mississippi",140850,49158
28061,"Jasper County, Mississippi",16538,34993
28063,"Jefferson County, Mississippi",7528,23773
28065,"Jefferson Davis County, Mississippi",11771,26429
28067,"Jones County, Mississippi",68313,37846
28069,"Kemper County, Mississippi",10128,29925
28071,"Lafayette County, Mississippi",52193,43162
28073,"Lamar County, Mississippi",59623,53888
28075,"Lauderdale County, Mississippi",79233,38399
28077,"Lawrence County, Mississippi",12603,38155
28079,"Leake County, Mississippi",23011,32657
28081,"Lee County, Mississippi",85281,43224
28083,"Leflore County, Mississippi",30500,25356
28085,"Lincoln County, Mississippi",34691,36250
28087,"Lowndes County, Mississippi",59785,41219
28089,"Madison County, Mississippi",101791,65924
28091,"Marion County, Mississippi",25810,30914
28093,"Marshall County, Mississippi",36196,40598
28095,"Monroe County, Mississippi",36029,37345
28097,"Montgomery County, Mississippi",10353,31207
28099,"Neshoba County, Mississippi",29474,35991
28101,"Newton County, Mississippi",21652,35527
28103,"Noxubee County, Mississippi",11098,31472
28105,"Oktibbeha County, Mississippi",49424,33431
28107,"Panola County, Mississippi",34319,37556
28109,"Pearl River County, Mississippi",55167,41598
28111,"Perry County, Mississippi",12174,34774
28113,"Pike County, Mississippi",39939,31511
28115,"Pontotoc County, Mississippi",30862,39869
28117,"Prentiss County, Mississippi",25339,33509
28119,"Quitman County, Mississippi",7634,24835
28121,"Rankin County, Mississippi",147930,59370
28123,"Scott County, Mississippi",28268,32615
28125,"Sharkey County, Mississippi",4662,28878
28127,"Simpson County, Mississippi",27279,37285
28129,"Smith County, Mississippi",16137,33696
28131,"Stone County, Mississippi",17995,44995
28133,"Sunflower County, Mississippi",27424,27126
28135,"Tallahatchie County, Mississippi",14776,29837
28137,"Tate County, Mississippi",28338,43883
28139,"Tippah County, Mississippi",22061,37109
28141,"Tishomingo County, Mississippi",19503,35364
28143,"Tunica County, Mississippi",10407,31918
28145,"Union County, Mississippi",27989,37898
28147,"Walthall County, Mississippi",14812,30571
28149,"Warren County, Mississippi",47834,40475
28151,"Washington County, Mississippi",48824,28452
28153,"Wayne County, Mississippi",20517,34458
28155,"Webster County, Mississippi",9922,37083
28157,"Wilkinson County, Mississippi",9233,25846
28159,"Winston County, Mississippi",18519,32820
28161,"Yalobusha County, Mississippi",12380,34749
28163,"Yazoo County, Mississippi",27719,27560
29001,"Adair County, Missouri",25547,37967
29003,"Andrew County, Missouri",17347,54804
29005,"Atchison County, Missouri",5380,43438
29007,"Audrain County, Missouri",25868,41930
29009,"Barry County, Missouri",35716,37869
29011,"Barton County, Missouri",12075,38877
29013,"Bates County, Missouri",16513,41520
29015,"Benton County, Missouri",18825,33428
29017,"Bollinger County, Missouri",12282,39493
29019,"Boone County, Missouri",172773,50813
29021,"Buchanan County, Missouri",89415,46680
29023,"Butler County, Missouri",42887,36302
29025,"Caldwell County, Missouri",9057,44722
29027,"Callaway County, Missouri",44693,50362
29029,"Camden County, Missouri",44152,46747
29031,"Cape Girardeau County, Missouri",78089,48458
29033,"Carroll County, Missouri",9009,41537
29035,"Carter County, Missouri",6249,37162
29037,"Cass County, Missouri",101324,63613
29039,"Cedar County, Missouri",13932,33720
29041,"Chariton County, Missouri",7615,41773
29043,"Christian County, Missouri",82053,54392
29045,"Clark County, Missouri",6860,45169
29047,"Clay County, Missouri",233135,63702
29049,"Clinton County, Missouri",20494,57486
29051,"Cole County, Missouri",76603,54130
29053,"Cooper County, Missouri",17613,44917
29055,"Crawford County, Missouri",24545,36983
29057,"Dade County, Missouri",7590,37904
29059,"Dallas County, Missouri",16508,37695
29061,"Daviess County, Missouri",8257,43669
29063,"DeKalb County, Missouri",12706,43538
29065,"Dent County, Missouri",15578,38020
29067,"Douglas County, Missouri",13467,31333
29069,"Dunklin County, Missouri",31271,31220
29071,"Franklin County, Missouri",102063,50895
29073,"Gasconade County, Missouri",14875,45505
29075,"Gentry County, Missouri",6745,44024
29077,"Greene County, Missouri",285449,41908
29079,"Grundy County, Missouri",10231,40187
29081,"Harrison County, Missouri",8649,41173
29083,"Henry County, Missouri",21930,42707
29085,"Hickory County, Missouri",9267,33113
29087,"Holt County, Missouri",4537,41017
29089,"Howard County, Missouri",10148,45762
29091,"Howell County, Missouri",40265,33964
29093,"Iron County, Missouri",10220,36354
29095,"Jackson County, Missouri",683643,48104
29097,"Jasper County, Missouri",117376,42648
29099,"Jefferson County, Missouri",222453,58232
29101,"Johnson County, Missouri",54229,48977
29103,"Knox County, Missouri",3997,38816
29105,"Laclede County, Missouri",35505,40436
29107,"Lafayette County, Missouri",32789,50830
29109,"Lawrence County, Missouri",38204,40505
29111,"Lewis County, Missouri",10146,45708
29113,"Lincoln County, Missouri",54286,55249
29115,"Linn County, Missouri",12319,39286
29117,"Livingston County, Missouri",15057,44266
29119,"McDonald County, Missouri",22720,38846
29121,"Macon County, Missouri",15399,37099
29123,"Madison County, Missouri",12403,36359
29125,"Maries County, Missouri",8987,40542
29127,"Marion County, Missouri",28858,43828
29129,"Mercer County, Missouri",3702,41817
29131,"Miller County, Missouri",25011,40057
29133,"Mississippi County, Missouri",14112,29214
29135,"Moniteau County, Missouri",15840,48974
29137,"Monroe County, Missouri",8642,41201
29139,"Montgomery County, Missouri",11820,41096
29141,"Morgan County, Missouri",20182,32807
29143,"New Madrid County, Missouri",18229,31615
29145,"Newton County, Missouri",58741,44474
29147,"Nodaway County, Missouri",23026,39908
29149,"Oregon County, Missouri",10922,30442
29151,"Osage County, Missouri",13704,54119
29153,"Ozark County, Missouri",9450,31087
29155,"Pemiscot County, Missouri",17599,31671
29157,"Perry County, Missouri",19152,53014
29159,"Pettis County, Missouri",42193,40467
29161,"Phelps County, Missouri",44833,41603
29163,"Pike County, Missouri",18475,42779
29165,"Platte County, Missouri",94970,70879
29167,"Polk County, Missouri",31113,42483
29169,"Pulaski County, Missouri",53302,49216
29171,"Putnam County, Missouri",4877,38125
29173,"Ralls County, Missouri",10225,48919
29175,"Randolph County, Missouri",25081,40638
29177,"Ray County, Missouri",22921,53459
29179,"Reynolds County, Missouri",6530,36736
29181,"Ripley County, Missouri",13936,34145
29183,"St. Charles County, Missouri",379856,75603
29185,"St. Clair County, Missouri",9444,33750
29186,"Ste. Genevieve County, Missouri",17937,49356
29187,"St. Francois County, Missouri",66230,41461
29189,"St. Louis County, Missouri",1000560,61103
29195,"Saline County, Missouri",23214,40645
29197,"Schuyler County, Missouri",4396,37583
29199,"Scotland County, Missouri",4893,41336
29201,"Scott County, Missouri",38994,40276
29203,"Shannon County, Missouri",8256,32284
29205,"Shelby County, Missouri",6148,41351
29207,"Stoddard County, Missouri",29788,38096
29209,"Stone County, Missouri",31197,41944
29211,"Sullivan County, Missouri",6416,42639
29213,"Taney County, Missouri",53853,38040
29215,"Texas County, Missouri",25690,35730
29217,"Vernon County, Missouri",20836,40655
29219,"Warren County, Missouri",33290,51509
29221,"Washington County, Missouri",25002,36701
29223,"Wayne County, Missouri",13341,33954
29225,"Webster County, Missouri",37075,44814
29227,"Worth County, Missouri",2061,44974
29229,"Wright County, Missouri",18378,30581
29510,"St. Louis city, Missouri",316030,36809
30001,"Beaverhead County, Montana",9317,38194
30003,"Big Horn County, Montana",13214,44136
30005,"Blaine County, Montana",6609,36875
30007,"Broadwater County, Montana",5692,50946
30009,"Carbon County, Montana",10340,52869
30011,"Carter County, Montana",1295,46985
30013,"Cascade County, Montana",82049,45469
30015,"Chouteau County, Montana",5837,38735
30017,"Custer County, Montana",11980,50146
30019,"Daniels County, Montana",1787,51108
30021,"Dawson County, Montana",9431,57591
30023,"Deer Lodge County, Montana",9176,39212
30025,"Fallon County, Montana",2913,50114
30027,"Fergus County, Montana",11429,42357
30029,"Flathead County, Montana",94696,48407
30031,"Gallatin County, Montana",97958,57021
30033,"Garfield County, Montana",1061,42614
30035,"Glacier County, Montana",13695,29181
30037,"Golden Valley County, Montana",730,44000
30039,"Granite County, Montana",3212,48688
30041,"Hill County, Montana",16529,42979
30043,"Jefferson County, Montana",11601,62939
30045,"Judith Basin County, Montana",1981,45347
30047,"Lake County, Montana",29311,39898
30049,"Lewis and Clark County, Montana",65989,59170
30051,"Liberty County, Montana",2292,46597
30053,"Lincoln County, Montana",19268,35461
30055,"McCone County, Montana",1678,42330
30057,"Madison County, Montana",7810,47617
30059,"Meagher County, Montana",1960,39032
30061,"Mineral County, Montana",4223,37143
30063,"Missoula County, Montana",113101,46371
30065,"Musselshell County, Montana",4778,41557
30067,"Park County, Montana",15843,43385
30069,"Petroleum County, Montana",445,38250
30071,"Phillips County, Montana",4150,38692
30073,"Pondera County, Montana",6166,42193
30075,"Powder River County, Montana",1648,47955
30077,"Powell County, Montana",6928,43064
30079,"Prairie County, Montana",1414,44643
30081,"Ravalli County, Montana",41130,40546
30083,"Richland County, Montana",11392,65638
30085,"Roosevelt County, Montana",11230,34481
30087,"Rosebud County, Montana",9348,55609
30089,"Sanders County, Montana",11375,34336
30091,"Sheridan County, Montana",3645,52308
30093,"Silver Bow County, Montana",34560,39580
30095,"Stillwater County, Montana",9342,59603
30097,"Sweet Grass County, Montana",3634,50813
30099,"Teton County, Montana",6067,49047
30101,"Toole County, Montana",5114,46588
30103,"Treasure County, Montana",846,42500
30105,"Valley County, Montana",7576,49977
30107,"Wheatland County, Montana",2109,36076
30109,"Wibaux County, Montana",1143,40833
30111,"Yellowstone County, Montana",155344,55032
31001,"Adams County, Nebraska",31536,51201
31003,"Antelope County, Nebraska",6421,46381
31005,"Arthur County, Nebraska",437,40375
31007,"Banner County, Nebraska",793,50833
31009,"Blaine County, Nebraska",580,50350
31011,"Boone County, Nebraska",5353,51890
31013,"Box Butte County, Nebraska",11279,54444
31015,"Boyd County, Nebraska",2006,42463
31017,"Brown County, Nebraska",3022,37328
31019,"Buffalo County, Nebraska",48402,54098
31021,"Burt County, Nebraska",6594,47137
31023,"Butler County, Nebraska",8205,51166
31025,"Cass County, Nebraska",25463,65385
31027,"Cedar County, Nebraska",8657,54391
31029,"Chase County, Nebraska",4061,53496
31031,"Cherry County, Nebraska",5781,53059
31033,"Cheyenne County, Nebraska",10090,54215
31035,"Clay County, Nebraska",6313,51613
31037,"Colfax County, Nebraska",10499,52712
31039,"Cuming County, Nebraska",9055,49181
31041,"Custer County, Nebraska",10784,47083
31043,"Dakota County, Nebraska",20697,52336
31045,"Dawes County, Nebraska",9082,42685
31047,"Dawson County, Nebraska",23924,49943
31049,"Deuel County, Nebraska",1932,51786
31051,"Dixon County, Nebraska",5809,52813
31053,"Dodge County, Nebraska",36679,49830
31055,"Douglas County, Nebraska",543253,56003
31057,"Dundy County, Nebraska",1823,44583
31059,"Fillmore County, Nebraska",5676,52070
31061,"Franklin County, Nebraska",3076,46531
31063,"Frontier County, Nebraska",2599,51192
31065,"Furnas County, Nebraska",4850,40445
31067,"Gage County, Nebraska",21778,48731
31069,"Garden County, Nebraska",1930,49805
31071,"Garfield County, Nebraska",1968,45227
31073,"Gosper County, Nebraska",1977,60711
31075,"Grant County, Nebraska",647,45625
31077,"Greeley County, Nebraska",2447,48220
31079,"Hall County, Nebraska",61105,51355
31081,"Hamilton County, Nebraska",9118,59760
31083,"Harlan County, Nebraska",3465,44630
31085,"Hayes County, Nebraska",1013,44602
31087,"Hitchcock County, Nebraska",2866,41131
31089,"Holt County, Nebraska",10360,49607
31091,"Hooker County, Nebraska",669,38616
31093,"Howard County, Nebraska",6365,52247
31095,"Jefferson County, Nebraska",7354,44616
31097,"Johnson County, Nebraska",5167,47938
31099,"Kearney County, Nebraska",6548,55068
31101,"Keith County, Nebraska",8103,43100
31103,"Keya Paha County, Nebraska",736,43333
31105,"Kimball County, Nebraska",3713,40344
31107,"Knox County, Nebraska",8551,47692
31109,"Lancaster County, Nebraska",301707,53730
31111,"Lincoln County, Nebraska",35777,52179
31113,"Logan County, Nebraska",830,51346
31115,"Loup County, Nebraska",542,56750
31117,"McPherson County, Nebraska",425,53750
31119,"Madison County, Nebraska",35125,48673
31121,"Merrick County, Nebraska",7793,50464
31123,"Morrill County, Nebraska",4843,43942
31125,"Nance County, Nebraska",3607,42429
31127,"Nemaha County, Nebraska",7101,52736
31129,"Nuckolls County, Nebraska",4352,41576
31131,"Otoe County, Nebraska",15890,52108
31133,"Pawnee County, Nebraska",2695,40139
31135,"Perkins County, Nebraska",2911,56797
31137,"Phelps County, Nebraska",9236,51264
31139,"Pierce County, Nebraska",7179,53125
31141,"Platte County, Nebraska",32703,58473
31143,"Polk County, Nebraska",5242,57991
31145,"Red Willow County, Nebraska",10884,42457
31147,"Richardson County, Nebraska",8149,45929
31149,"Rock County, Nebraska",1407,48750
31151,"Saline County, Nebraska",14356,49332
31153,"Sarpy County, Nebraska",172460,72269
31155,"Saunders County, Nebraska",20946,64475
31157,"Scotts Bluff County, Nebraska",36599,46632
31159,"Seward County, Nebraska",17113,61563
31161,"Sheridan County, Nebraska",5259,42802
31163,"Sherman County, Nebraska",3090,46299
31165,"Sioux County, Nebraska",1274,46667
31167,"Stanton County, Nebraska",6022,58553
31169,"Thayer County, Nebraska",5163,45590
31171,"Thomas County, Nebraska",675,54286
31173,"Thurston County, Nebraska",6989,42979
31175,"Valley County, Nebraska",4240,44657
31177,"Washington County, Nebraska",20338,65565
31179,"Wayne County, Nebraska",9414,55141
31181,"Webster County, Nebraska",3665,40313
31183,"Wheeler County, Nebraska",805,47452
31185,"York County, Nebraska",13842,55156
32001,"Churchill County, Nevada",24148,45368
32003,"Clark County, Nevada",2070153,52629
32005,"Douglas County, Nevada",47426,59769
32007,"Elko County, Nevada",52029,74672
32009,"Esmeralda County, Nevada",1069,43125
32011,"Eureka County, Nevada",1730,70000
32013,"Humboldt County, Nevada",17091,67295
32015,"Lander County, Nevada",5907,78077
32017,"Lincoln County, Nevada",5155,49406
32019,"Lyon County, Nevada",51897,49007
32021,"Mineral County, Nevada",4519,37750
32023,"Nye County, Nevada",43198,42266
32027,"Pershing County, Nevada",6690,45192
32029,"Storey County, Nevada",3941,65508
32031,"Washoe County, Nevada",439914,54955
32033,"White Pine County, Nevada",9893,58156
32510,"Carson City, Nevada",54412,47948
33001,"Belknap County, New Hampshire",60392,61245
33003,"Carroll County, New Hampshire",47416,56289
33005,"Cheshire County, New Hampshire",76320,58359
33007,"Coos County, New Hampshire",32219,45154
33009,"Grafton County, New Hampshire",89164,58107
33011,"Hillsborough County, New Hampshire",404948,73189
33013,"Merrimack County, New Hampshire",147715,67181
33015,"Rockingham County, New Hampshire",300365,82398
33017,"Strafford County, New Hampshire",125913,63533
33019,"Sullivan County, New Hampshire",43051,58454
34001,"Atlantic County, New Jersey",274026,55456
34003,"Bergen County, New Jersey",930310,88487
34005,"Burlington County, New Jersey",450236,80034
34007,"Camden County, New Jersey",511145,63028
34009,"Cape May County, New Jersey",95404,59338
34011,"Cumberland County, New Jersey",155744,49537
34013,"Essex County, New Jersey",792586,54860
34015,"Gloucester County, New Jersey",291286,78592
34017,"Hudson County, New Jersey",668526,60894
34019,"Hunterdon County, New Jersey",125708,108177
34021,"Mercer County, New Jersey",371101,73966
34023,"Middlesex County, New Jersey",831852,80716
34025,"Monmouth County, New Jersey",627532,87297
34027,"Morris County, New Jersey",498215,102798
34029,"Ocean County, New Jersey",586166,63108
34031,"Passaic County, New Jersey",507204,61664
34033,"Salem County, New Jersey",64504,61341
34035,"Somerset County, New Jersey",331686,102405
34037,"Sussex County, New Jersey",144694,87388
34039,"Union County, New Jersey",550436,70476
34041,"Warren County, New Jersey",107095,72999
35001,"Bernalillo County, New Mexico",674777,48994
35003,"Catron County, New Mexico",3547,38142
35005,"Chaves County, New Mexico",65610,41356
35006,"Cibola County, New Mexico",27373,36160
35007,"Colfax County, New Mexico",12716,32693
35009,"Curry County, New Mexico",50544,42170
35011,"De Baca County, New Mexico",1977,31197
35013,"Doña Ana County, New Mexico",213825,38636
35015,"Eddy County, New Mexico",56369,59625
35017,"Grant County, New Mexico",28879,38890
35019,"Guadalupe County, New Mexico",4469,26692
35021,"Harding County, New Mexico",565,32404
35023,"Hidalgo County, New Mexico",4531,34528
35025,"Lea County, New Mexico",68930,58152
35027,"Lincoln County, New Mexico",19726,40065
35028,"Los Alamos County, New Mexico",17895,105902
35029,"Luna County, New Mexico",24627,27326
35031,"McKinley County, New Mexico",74346,29272
35033,"Mora County, New Mexico",4598,21190
35035,"Otero County, New Mexico",65333,41502
35037,"Quay County, New Mexico",8555,28159
35039,"Rio Arriba County, New Mexico",39924,33972
35041,"Roosevelt County, New Mexico",19618,34933
35043,"Sandoval County, New Mexico",138117,60158
35045,"San Juan County, New Mexico",122537,48624
35047,"San Miguel County, New Mexico",28350,27000
35049,"Santa Fe County, New Mexico",147320,55370
35051,"Sierra County, New Mexico",11442,29679
35053,"Socorro County, New Mexico",17324,34542
35055,"Taos County, New Mexico",32961,35323
35057,"Torrance County, New Mexico",15599,32067
35059,"Union County, New Mexico",4292,36420
35061,"Valencia County, New Mexico",75993,41788
36001,"Albany County, New York",307891,60904
36003,"Allegany County, New York",47700,44085
36005,"Bronx County, New York",1436785,35302
36007,"Broome County, New York",197381,47744
36009,"Cattaraugus County, New York",78506,43884
36011,"Cayuga County, New York",78783,53114
36013,"Chautauqua County, New York",131748,43211
36015,"Chemung County, New York",87742,49578
36017,"Chenango County, New York",49286,46979
36019,"Clinton County, New York",81505,50502
36021,"Columbia County, New York",61860,59916
36023,"Cortland County, New York",48713,50910
36025,"Delaware County, New York",46480,46055
36027,"Dutchess County, New York",295905,72706
36029,"Erie County, New York",922129,52744
36031,"Essex County, New York",38598,53244
36033,"Franklin County, New York",51007,49782
36035,"Fulton County, New York",54297,46090
36037,"Genesee County, New York",59053,52641
36039,"Greene County, New York",48069,51013
36041,"Hamilton County, New York",4697,52708
36043,"Herkimer County, New York",63558,48893
36045,"Jefferson County, New York",117966,49911
36047,"Kings County, New York",2606852,50640
36049,"Lewis County, New York",27107,49976
36051,"Livingston County, New York",64622,52724
36053,"Madison County, New York",72089,55858
36055,"Monroe County, New York",749236,53568
36057,"Montgomery County, New York",49667,44455
36059,"Nassau County, New York",1356801,102044
36061,"New York County, New York",1634989,75513
36063,"Niagara County, New York",213374,50094
36065,"Oneida County, New York",232858,49838
36067,"Onondaga County, New York",468050,55717
36069,"Ontario County, New York",109450,58070
36071,"Orange County, New York",376242,71910
36073,"Orleans County, New York",41938,48731
36075,"Oswego County, New York",120513,49571
36077,"Otsego County, New York",60979,49689
36079,"Putnam County, New York",99408,97606
36081,"Queens County, New York",2310011,59758
36083,"Rensselaer County, New York",159959,61754
36085,"Richmond County, New York",473324,74021
36087,"Rockland County, New York",322642,86134
36089,"St. Lawrence County, New York",111529,46313
36091,"Saratoga County, New York",224929,74080
36093,"Schenectady County, New York",154845,59959
36095,"Schoharie County, New York",31667,50607
36097,"Schuyler County, New York",18336,47229
36099,"Seneca County, New York",35036,50073
36101,"Steuben County, New York",98151,48823
36103,"Suffolk County, New York",1498130,90128
36105,"Sullivan County, New York",75818,52027
36107,"Tioga County, New York",49649,58115
36109,"Tompkins County, New York",104268,54133
36111,"Ulster County, New York",180505,60393
36113,"Warren County, New York",64911,57174
36115,"Washington County, New York",62465,51449
36117,"Wayne County, New York",91874,51627
36119,"Westchester County, New York",969229,86226
36121,"Wyoming County, New York",41239,53612
36123,"Yates County, New York",25106,50105
37001,"Alamance County, North Carolina",156372,43209
37003,"Alexander County, North Carolina",37211,40404
37005,"Alleghany County, North Carolina",10868,38352
37007,"Anson County, North Carolina",25883,34656
37009,"Ashe County, North Carolina",26992,37360
37011,"Avery County, North Carolina",17633,35891
37013,"Beaufort County, North Carolina",47513,40906
37015,"Bertie County, North Carolina",20324,31129
37017,"Bladen County, North Carolina",34454,30408
37019,"Brunswick County, North Carolina",119167,49356
37021,"Buncombe County, North Carolina",250112,46902
37023,"Burke County, North Carolina",89082,39759
37025,"Cabarrus County, North Carolina",192296,58970
37027,"Caldwell County, North Carolina",81623,37118
37029,"Camden County, North Carolina",10228,60714
37031,"Carteret County, North Carolina",68537,50599
37033,"Caswell County, North Carolina",23094,38310
37035,"Catawba County, North Carolina",155461,45450
37037,"Chatham County, North Carolina",68778,58555
37039,"Cherokee County, North Carolina",27226,35284
37041,"Chowan County, North Carolina",14556,41156
37043,"Clay County, North Carolina",10730,36296
37045,"Cleveland County, North Carolina",97113,39134
37047,"Columbus County, North Carolina",57015,35847
37049,"Craven County, North Carolina",104190,47957
37051,"Cumberland County, North Carolina",325841,44810
37053,"Currituck County, North Carolina",24864,61086
37055,"Dare County, North Carolina",35187,54787
37057,"Davidson County, North Carolina",164058,44469
37059,"Davie County, North Carolina",41568,51662
37061,"Duplin County, North Carolina",59121,35364
37063,"Durham County, North Carolina",294618,54093
37065,"Edgecombe County, North Carolina",54669,32298
37067,"Forsyth County, North Carolina",364691,46283
37069,"Franklin County, North Carolina",62989,44272
37071,"Gaston County, North Carolina",211753,44288
37073,"Gates County, North Carolina",11615,51582
37075,"Graham County, North Carolina",8651,34778
37077,"Granville County, North Carolina",58341,50317
37079,"Greene County, North Carolina",21241,37190
37081,"Guilford County, North Carolina",511815,46896
37083,"Halifax County, North Carolina",52849,32549
37085,"Harnett County, North Carolina",126620,47930
37087,"Haywood County, North Carolina",59577,43097
37089,"Henderson County, North Carolina",110905,48138
37091,"Hertford County, North Carolina",24285,34523
37093,"Hoke County, North Carolina",51853,42704
37095,"Hyde County, North Carolina",5629,37741
37097,"Iredell County, North Carolina",167493,53937
37099,"Jackson County, North Carolina",41227,40278
37101,"Johnston County, North Carolina",182155,51980
37103,"Jones County, North Carolina",10074,34080
37105,"Lee County, North Carolina",59540,46402
37107,"Lenoir County, North Carolina",58343,36956
37109,"Lincoln County, North Carolina",79783,49283
37111,"McDowell County, North Carolina",45013,37590
37113,"Macon County, North Carolina",33991,39593
37115,"Madison County, North Carolina",21130,40408
37117,"Martin County, North Carolina",23510,34957
37119,"Mecklenburg County, North Carolina",1011774,59268
37121,"Mitchell County, North Carolina",15263,39658
37123,"Montgomery County, North Carolina",27475,34819
37125,"Moore County, North Carolina",93070,51873
37127,"Nash County, North Carolina",94385,43804
37129,"New Hanover County, North Carolina",216430,51232
37131,"Northampton County, North Carolina",20628,31543
37133,"Onslow County, North Carolina",185755,46786
