id,Geography,medianHouseholdIncome
42051,"Fayette County, Pennsylvania",40511
42053,"Forest County, Pennsylvania",36594
42055,"Franklin County, Pennsylvania",55751
42057,"Fulton County, Pennsylvania",49420
42059,"Greene County, Pennsylvania",49116
42061,"Huntingdon County, Pennsylvania",45250
42063,"Indiana County, Pennsylvania",45118
42065,"Jefferson County, Pennsylvania",43913
42067,"Juniata County, Pennsylvania",49028
42069,"Lackawanna County, Pennsylvania",46673
42071,"Lancaster County, Pennsylvania",59237
42073,"Lawrence County, Pennsylvania",45764
42075,"Lebanon County, Pennsylvania",56191
42077,"Lehigh County, Pennsylvania",57685
42079,"Luzerne County, Pennsylvania",46577
42081,"Lycoming County, Pennsylvania",48731
42083,"McKean County, Pennsylvania",44023
42085,"Mercer County, Pennsylvania",45831
42087,"Mifflin County, Pennsylvania",42019
42089,"Monroe County, Pennsylvania",58980
42091,"Montgomery County, Pennsylvania",81902
42093,"Montour County, Pennsylvania",55233
42095,"Northampton County, Pennsylvania",62753
42097,"Northumberland County, Pennsylvania",43701
42099,"Perry County, Pennsylvania",58585
42101,"Philadelphia County, Pennsylvania",39770
42103,"Pike County, Pennsylvania",61199
42105,"Potter County, Pennsylvania",40921
42107,"Schuylkill County, Pennsylvania",46573
42109,"Snyder County, Pennsylvania",51110
42111,"Somerset County, Pennsylvania",45424
42113,"Sullivan County, Pennsylvania",44926
42115,"Susquehanna County, Pennsylvania",50160
42117,"Tioga County, Pennsylvania",48449
42119,"Union County, Pennsylvania",51349
42121,"Venango County, Pennsylvania",43885
42123,"Warren County, Pennsylvania",44977
42125,"Washington County, Pennsylvania",57534
42127,"Wayne County, Pennsylvania",50595
42129,"Westmoreland County, Pennsylvania",54142
42131,"Wyoming County, Pennsylvania",53397
42133,"York County, Pennsylvania",59853
44001,"Bristol County, Rhode Island",73096
44003,"Kent County, Rhode Island",65592
44005,"Newport County, Rhode Island",71347
44007,"Providence County, Rhode Island",50637
44009,"Washington County, Rhode Island",74302
45001,"Abbeville County, South Carolina",34652
45003,"Aiken County, South Carolina",46454
45005,"Allendale County, South Carolina",24817
45007,"Anderson County, South Carolina",43518
45009,"Bamberg County, South Carolina",32321
45011,"Barnwell County, South Carolina",34787
45013,"Beaufort County, South Carolina",59227
45015,"Berkeley County, South Carolina",54484
45017,"Calhoun County, South Carolina",42779
45019,"Charleston County, South Carolina",54931
45021,"Cherokee County, South Carolina",35719
45023,"Chester County, South Carolina",34319
45025,"Chesterfield County, South Carolina",35733
45027,"Clarendon County, South Carolina",34106
45029,"Colleton County, South Carolina",33918
45031,"Darlington County, South Carolina",34773
45033,"Dillon County, South Carolina",30955
45035,"Dorchester County, South Carolina",56345
45037,"Edgefield County, South Carolina",48114
45039,"Fairfield County, South Carolina",33798
45041,"Florence County, South Carolina",42523
45043,"Georgetown County, South Carolina",45299
45045,"Greenville County, South Carolina",51595
45047,"Greenwood County, South Carolina",37631
45049,"Hampton County, South Carolina",31734
45051,"Horry County, South Carolina",44746
45053,"Jasper County, South Carolina",38991
45055,"Kershaw County, South Carolina",46328
45057,"Lancaster County, South Carolina",46852
45059,"Laurens County, South Carolina",39848
45061,"Lee County, South Carolina",31169
45063,"Lexington County, South Carolina",55412
45065,"McCormick County, South Carolina",41029
45067,"Marion County, South Carolina",30562
45069,"Marlboro County, South Carolina",32601
45071,"Newberry County, South Carolina",39841
45073,"Oconee County, South Carolina",41818
45075,"Orangeburg County, South Carolina",34763
45077,"Pickens County, South Carolina",43531
45079,"Richland County, South Carolina",50899
45081,"Saluda County, South Carolina",41458
45083,"Spartanburg County, South Carolina",45219
45085,"Sumter County, South Carolina",40777
45087,"Union County, South Carolina",34953
45089,"Williamsburg County, South Carolina",28494
45091,"York County, South Carolina",56482
46003,"Aurora County, South Dakota",52620
46005,"Beadle County, South Dakota",48423
46007,"Bennett County, South Dakota",45820
46009,"Bon Homme County, South Dakota",48023
46011,"Brookings County, South Dakota",52086
46013,"Brown County, South Dakota",53073
46015,"Brule County, South Dakota",50696
46017,"Buffalo County, South Dakota",31293
46019,"Butte County, South Dakota",43750
46021,"Campbell County, South Dakota",45800
46023,"Charles Mix County, South Dakota",43376
46025,"Clark County, South Dakota",48563
46027,"Clay County, South Dakota",38399
46029,"Codington County, South Dakota",50133
46031,"Corson County, South Dakota",32115
46033,"Custer County, South Dakota",52891
46035,"Davison County, South Dakota",48310
46037,"Day County, South Dakota",40647
46039,"Deuel County, South Dakota",54781
46041,"Dewey County, South Dakota",40585
46043,"Douglas County, South Dakota",51290
46045,"Edmunds County, South Dakota",62467
46047,"Fall River County, South Dakota",45750
46049,"Faulk County, South Dakota",43529
46051,"Grant County, South Dakota",54180
46053,"Gregory County, South Dakota",40045
46055,"Haakon County, South Dakota",39554
46057,"Hamlin County, South Dakota",60169
46059,"Hand County, South Dakota",52266
46061,"Hanson County, South Dakota",60089
46063,"Harding County, South Dakota",51458
46065,"Hughes County, South Dakota",58934
46067,"Hutchinson County, South Dakota",47356
46069,"Hyde County, South Dakota",55000
46071,"Jackson County, South Dakota",41510
46073,"Jerauld County, South Dakota",51442
46075,"Jones County, South Dakota",39276
46077,"Kingsbury County, South Dakota",54568
46079,"Lake County, South Dakota",57239
46081,"Lawrence County, South Dakota",48220
46083,"Lincoln County, South Dakota",77455
46085,"Lyman County, South Dakota",45921
46087,"McCook County, South Dakota",58485
46089,"McPherson County, South Dakota",41338
46091,"Marshall County, South Dakota",55398
46093,"Meade County, South Dakota",53069
46095,"Mellette County, South Dakota",29471
46097,"Miner County, South Dakota",48542
46099,"Minnehaha County, South Dakota",55293
46101,"Moody County, South Dakota",54383
46102,"Oglala Lakota County, South Dakota",26330
46103,"Pennington County, South Dakota",51084
46105,"Perkins County, South Dakota",45855
46107,"Potter County, South Dakota",47991
46109,"Roberts County, South Dakota",50108
46111,"Sanborn County, South Dakota",51167
46115,"Spink County, South Dakota",49859
46117,"Stanley County, South Dakota",60046
46119,"Sully County, South Dakota",59800
46121,"Todd County, South Dakota",30800
46123,"Tripp County, South Dakota",41210
46125,"Turner County, South Dakota",54707
46127,"Union County, South Dakota",63890
46129,"Walworth County, South Dakota",46526
46135,"Yankton County, South Dakota",48723
46137,"Ziebach County, South Dakota",36552
47001,"Anderson County, Tennessee",44241
47003,"Bedford County, Tennessee",43819
47005,"Benton County, Tennessee",33611
47007,"Bledsoe County, Tennessee",38535
47009,"Blount County, Tennessee",49532
47011,"Bradley County, Tennessee",43721
47013,"Campbell County, Tennessee",33628
47015,"Cannon County, Tennessee",43654
47017,"Carroll County, Tennessee",36212
47019,"Carter County, Tennessee",33177
47021,"Cheatham County, Tennessee",53179
47023,"Chester County, Tennessee",42376
47025,"Claiborne County, Tennessee",33428
47027,"Clay County, Tennessee",28147
47029,"Cocke County, Tennessee",31081
47031,"Coffee County, Tennessee",45456
47033,"Crockett County, Tennessee",38043
47035,"Cumberland County, Tennessee",40123
47037,"Davidson County, Tennessee",50484
47039,"Decatur County, Tennessee",38180
47041,"DeKalb County, Tennessee",37640
47043,"Dickson County, Tennessee",47137
47045,"Dyer County, Tennessee",42833
47047,"Fayette County, Tennessee",55972
47049,"Fentress County, Tennessee",31714
47051,"Franklin County, Tennessee",44837
47053,"Gibson County, Tennessee",38854
47055,"Giles County, Tennessee",40635
47057,"Grainger County, Tennessee",37522
47059,"Greene County, Tennessee",36711
47061,"Grundy County, Tennessee",28467
47063,"Hamblen County, Tennessee",39270
47065,"Hamilton County, Tennessee",49434
47067,"Hancock County, Tennessee",27973
47069,"Hardeman County, Tennessee",33566
47071,"Hardin County, Tennessee",37244
47073,"Hawkins County, Tennessee",37883
47075,"Haywood County, Tennessee",35094
47077,"Henderson County, Tennessee",41478
47079,"Henry County, Tennessee",38378
47081,"Hickman County, Tennessee",37546
47083,"Houston County, Tennessee",40680
47085,"Humphreys County, Tennessee",40995
47087,"Jackson County, Tennessee",32676
47089,"Jefferson County, Tennessee",43673
47091,"Johnson County, Tennessee",30180
47093,"Knox County, Tennessee",50366
47095,"Lake County, Tennessee",29893
47097,"Lauderdale County, Tennessee",32353
47099,"Lawrence County, Tennessee",40457
47101,"Lewis County, Tennessee",36920
47103,"Lincoln County, Tennessee",41038
47105,"Loudon County, Tennessee",52995
47107,"McMinn County, Tennessee",38661
47109,"McNairy County, Tennessee",31956
47111,"Macon County, Tennessee",34098
47113,"Madison County, Tennessee",44237
47115,"Marion County, Tennessee",41477
47117,"Marshall County, Tennessee",44900
47119,"Maury County, Tennessee",49597
47121,"Meigs County, Tennessee",35209
47123,"Monroe County, Tennessee",37054
47125,"Montgomery County, Tennessee",51528
47127,"Moore County, Tennessee",49496
47129,"Morgan County, Tennessee",39728
47131,"Obion County, Tennessee",38933
47133,"Overton County, Tennessee",35065
47135,"Perry County, Tennessee",31274
47137,"Pickett County, Tennessee",39014
47139,"Polk County, Tennessee",41520
47141,"Putnam County, Tennessee",36350
47143,"Rhea County, Tennessee",38355
47145,"Roane County, Tennessee",42299
47147,"Robertson County, Tennessee",56331
47149,"Rutherford County, Tennessee",58032
47151,"Scott County, Tennessee",30897
47153,"Sequatchie County, Tennessee",46541
47155,"Sevier County, Tennessee",42586
47157,"Shelby County, Tennessee",46854
47159,"Smith County, Tennessee",44272
47161,"Stewart County, Tennessee",41835
47163,"Sullivan County, Tennessee",40983
47165,"Sumner County, Tennessee",58972
47167,"Tipton County, Tennessee",54650
47169,"Trousdale County, Tennessee",47667
47171,"Unicoi County, Tennessee",35390
47173,"Union County, Tennessee",38540
47175,"Van Buren County, Tennessee",42813
47177,"Warren County, Tennessee",36245
47179,"Washington County, Tennessee",44444
47181,"Wayne County, Tennessee",34008
47183,"Weakley County, Tennessee",38040
47185,"White County, Tennessee",35989
47187,"Williamson County, Tennessee",100140
47189,"Wilson County, Tennessee",63426
48001,"Anderson County, Texas",42146
48003,"Andrews County, Texas",70121
48005,"Angelina County, Texas",44185
48007,"Aransas County, Texas",44851
48009,"Archer County, Texas",62407
48011,"Armstrong County, Texas",65000
48013,"Atascosa County, Texas",53181
48015,"Austin County, Texas",56681
48017,"Bailey County, Texas",40589
48019,"Bandera County, Texas",55434
48021,"Bastrop County, Texas",55808
48023,"Baylor County, Texas",34382
48025,"Bee County, Texas",44005
48027,"Bell County, Texas",51529
48029,"Bexar County, Texas",52353
48031,"Blanco County, Texas",56573
48033,"Borden County, Texas",77569
48035,"Bosque County, Texas",45419
48037,"Bowie County, Texas",42683
48039,"Brazoria County, Texas",72006
48041,"Brazos County, Texas",41654
48043,"Brewster County, Texas",38440
48045,"Briscoe County, Texas",40385
48047,"Brooks County, Texas",24913
48049,"Brown County, Texas",43235
48051,"Burleson County, Texas",52513
48053,"Burnet County, Texas",54259
48055,"Caldwell County, Texas",49533
48057,"Calhoun County, Texas",54167
48059,"Callahan County, Texas",40568
48061,"Cameron County, Texas",34578
48063,"Camp County, Texas",40045
48065,"Carson County, Texas",64554
48067,"Cass County, Texas",39366
48069,"Castro County, Texas",42733
48071,"Chambers County, Texas",70396
48073,"Cherokee County, Texas",40769
48075,"Childress County, Texas",37125
48077,"Clay County, Texas",45341
48079,"Cochran County, Texas",38625
48081,"Coke County, Texas",41756
48083,"Coleman County, Texas",42049
48085,"Collin County, Texas",86188
48087,"Collingsworth County, Texas",40257
48089,"Colorado County, Texas",45398
48091,"Comal County, Texas",69666
48093,"Comanche County, Texas",39054
48095,"Concho County, Texas",48516
48097,"Cooke County, Texas",56269
48099,"Coryell County, Texas",49275
48101,"Cottle County, Texas",33750
48103,"Crane County, Texas",60133
48105,"Crockett County, Texas",50646
48107,"Crosby County, Texas",39026
48109,"Culberson County, Texas",33981
48111,"Dallam County, Texas",43897
48113,"Dallas County, Texas",51411
48115,"Dawson County, Texas",42354
48117,"Deaf Smith County, Texas",47219
48119,"Delta County, Texas",40529
48121,"Denton County, Texas",76678
48123,"DeWitt County, Texas",50582
48125,"Dickens County, Texas",42118
48127,"Dimmit County, Texas",32204
48129,"Donley County, Texas",40560
48131,"Duval County, Texas",33115
48133,"Eastland County, Texas",34434
48135,"Ector County, Texas",58335
48137,"Edwards County, Texas",39457
48139,"Ellis County, Texas",64382
48141,"El Paso County, Texas",42075
48143,"Erath County, Texas",42492
48145,"Falls County, Texas",38547
48147,"Fannin County, Texas",45471
48149,"Fayette County, Texas",51290
48151,"Fisher County, Texas",41531
48153,"Floyd County, Texas",43070
48155,"Foard County, Texas",48068
48157,"Fort Bend County, Texas",91152
48159,"Franklin County, Texas",42652
48161,"Freestone County, Texas",45134
48163,"Frio County, Texas",37163
48165,"Gaines County, Texas",58788
48167,"Galveston County, Texas",63064
48169,"Garza County, Texas",52708
48171,"Gillespie County, Texas",55850
48173,"Glasscock County, Texas",62159
48175,"Goliad County, Texas",54375
48177,"Gonzales County, Texas",46630
48179,"Gray County, Texas",45264
48181,"Grayson County, Texas",50212
48183,"Gregg County, Texas",47140
48185,"Grimes County, Texas",47839
48187,"Guadalupe County, Texas",64599
48189,"Hale County, Texas",44995
48191,"Hall County, Texas",27244
48193,"Hamilton County, Texas",45105
48195,"Hansford County, Texas",41335
48197,"Hardeman County, Texas",35156
48199,"Hardin County, Texas",54352
48201,"Harris County, Texas",55584
48203,"Harrison County, Texas",46230
48205,"Hartley County, Texas",64614
48207,"Haskell County, Texas",41067
48209,"Hays County, Texas",60495
48211,"Hemphill County, Texas",67773
48213,"Henderson County, Texas",43434
48215,"Hidalgo County, Texas",36094
48217,"Hill County, Texas",43441
48219,"Hockley County, Texas",50331
48221,"Hood County, Texas",58315
48223,"Hopkins County, Texas",45748
48225,"Houston County, Texas",32434
48227,"Howard County, Texas",50977
48229,"Hudspeth County, Texas",26635
48231,"Hunt County, Texas",45643
48233,"Hutchinson County, Texas",50114
48235,"Irion County, Texas",64100
48237,"Jack County, Texas",50390
48239,"Jackson County, Texas",56601
48241,"Jasper County, Texas",44552
48243,"Jeff Davis County, Texas",50174
48245,"Jefferson County, Texas",44965
48247,"Jim Hogg County, Texas",34769
48249,"Jim Wells County, Texas",43321
48251,"Johnson County, Texas",59095
48253,"Jones County, Texas",47007
48255,"Karnes County, Texas",46058
48257,"Kaufman County, Texas",60179
48259,"Kendall County, Texas",76350
48261,"Kenedy County, Texas",24000
48263,"Kent County, Texas",50625
48265,"Kerr County, Texas",44261
48267,"Kimble County, Texas",41263
48269,"King County, Texas",57083
48271,"Kinney County, Texas",34398
48273,"Kleberg County, Texas",41469
48275,"Knox County, Texas",42188
48277,"Lamar County, Texas",40283
48279,"Lamb County, Texas",41401
48281,"Lampasas County, Texas",50358
48283,"La Salle County, Texas",40094
48285,"Lavaca County, Texas",47753
48287,"Lee County, Texas",54346
48289,"Leon County, Texas",47441
48291,"Liberty County, Texas",49655
48293,"Limestone County, Texas",37431
48295,"Lipscomb County, Texas",60163
48297,"Live Oak County, Texas",50741
48299,"Llano County, Texas",48562
48301,"Loving County, Texas",56875
48303,"Lubbock County, Texas",46859
48305,"Lynn County, Texas",40722
48307,"McCulloch County, Texas",40784
48309,"McLennan County, Texas",44246
48311,"McMullen County, Texas",57589
48313,"Madison County, Texas",43209
48315,"Marion County, Texas",35424
48317,"Martin County, Texas",63992
48319,"Mason County, Texas",38496
48321,"Matagorda County, Texas",41253
48323,"Maverick County, Texas",37155
48325,"Medina County, Texas",58333
48327,"Menard County, Texas",37917
48329,"Midland County, Texas",71424
48331,"Milam County, Texas",39213
48333,"Mills County, Texas",44375
48335,"Mitchell County, Texas",51555
48337,"Montague County, Texas",46383
48339,"Montgomery County, Texas",70805
48341,"Moore County, Texas",50552
48343,"Morris County, Texas",37902
48345,"Motley County, Texas",35433
48347,"Nacogdoches County, Texas",38915
48349,"Navarro County, Texas",43388
48351,"Newton County, Texas",36829
48353,"Nolan County, Texas",38411
48355,"Nueces County, Texas",51882
48357,"Ochiltree County, Texas",50011
48359,"Oldham County, Texas",52292
48361,"Orange County, Texas",51443
48363,"Palo Pinto County, Texas",42824
48365,"Panola County, Texas",50712
48367,"Parker County, Texas",67979
48369,"Parmer County, Texas",48589
48371,"Pecos County, Texas",51735
48373,"Polk County, Texas",40864
48375,"Potter County, Texas",40340
48377,"Presidio County, Texas",33453
48379,"Rains County, Texas",50405
48381,"Randall County, Texas",62635
48383,"Reagan County, Texas",59257
48385,"Real County, Texas",37059
48387,"Red River County, Texas",35016
48389,"Reeves County, Texas",46464
48391,"Refugio County, Texas",50145
48393,"Roberts County, Texas",72500
48395,"Robertson County, Texas",49142
48397,"Rockwall County, Texas",89161
48399,"Runnels County, Texas",41339
48401,"Rusk County, Texas",47424
48403,"Sabine County, Texas",32500
48405,"San Augustine County, Texas",29426
48407,"San Jacinto County, Texas",44878
48409,"San Patricio County, Texas",52659
48411,"San Saba County, Texas",40718
48413,"Schleicher County, Texas",59766
48415,"Scurry County, Texas",55661
48417,"Shackelford County, Texas",50285
48419,"Shelby County, Texas",36312
48421,"Sherman County, Texas",52969
48423,"Smith County, Texas",48683
48425,"Somervell County, Texas",50562
48427,"Starr County, Texas",26682
48429,"Stephens County, Texas",45217
48431,"Sterling County, Texas",50156
48433,"Stonewall County, Texas",47969
48435,"Sutton County, Texas",54567
48437,"Swisher County, Texas",35167
48439,"Tarrant County, Texas",60373
48441,"Taylor County, Texas",47044
48443,"Terrell County, Texas",24821
48445,"Terry County, Texas",40407
48447,"Throckmorton County, Texas",39438
48449,"Titus County, Texas",45026
48451,"Tom Green County, Texas",47637
48453,"Travis County, Texas",64422
48455,"Trinity County, Texas",35865
48457,"Tyler County, Texas",45427
48459,"Upshur County, Texas",47724
48461,"Upton County, Texas",48220
48463,"Uvalde County, Texas",39011
48465,"Val Verde County, Texas",44170
48467,"Van Zandt County, Texas",46555
48469,"Victoria County, Texas",54697
48471,"Walker County, Texas",40090
48473,"Waller County, Texas",53508
48475,"Ward County, Texas",56796
48477,"Washington County, Texas",52718
48479,"Webb County, Texas",38711
48481,"Wharton County, Texas",46445
48483,"Wheeler County, Texas",51082
48485,"Wichita County, Texas",45371
48487,"Wilbarger County, Texas",43635
48489,"Willacy County, Texas",28817
48491,"Williamson County, Texas",75935
48493,"Wilson County, Texas",68737
48495,"Winkler County, Texas",54261
48497,"Wise County, Texas",56396
48499,"Wood County, Texas",47814
48501,"Yoakum County, Texas",56655
48503,"Young County, Texas",46978
48505,"Zapata County, Texas",36976
48507,"Zavala County, Texas",26639
49001,"Beaver County, Utah",48083
49003,"Box Elder County, Utah",55514
49005,"Cache County, Utah",51935
49007,"Carbon County, Utah",47793
49009,"Daggett County, Utah",75938
49011,"Davis County, Utah",72661
49013,"Duchesne County, Utah",61244
49015,"Emery County, Utah",51276
49017,"Garfield County, Utah",45221
49019,"Grand County, Utah",43529
49021,"Iron County, Utah",43799
49023,"Juab County, Utah",54861
49025,"Kane County, Utah",50517
49027,"Millard County, Utah",53902
49029,"Morgan County, Utah",80865
49031,"Piute County, Utah",37112
49033,"Rich County, Utah",52569
49035,"Salt Lake County, Utah",64601
49037,"San Juan County, Utah",41108
49039,"Sanpete County, Utah",48866
49041,"Sevier County, Utah",48872
49043,"Summit County, Utah",91470
49045,"Tooele County, Utah",64149
49047,"Uintah County, Utah",67943
49049,"Utah County, Utah",64321
49051,"Wasatch County, Utah",71337
49053,"Washington County, Utah",52865
49055,"Wayne County, Utah",41684
49057,"Weber County, Utah",59660
50001,"Addison County, Vermont",61020
50003,"Bennington County, Vermont",51489
50005,"Caledonia County, Vermont",46931
50007,"Chittenden County, Vermont",66414
50009,"Essex County, Vermont",39467
50011,"Franklin County, Vermont",58884
50013,"Grand Isle County, Vermont",64295
50015,"Lamoille County, Vermont",53316
50017,"Orange County, Vermont",54263
50019,"Orleans County, Vermont",43959
50021,"Rutland County, Vermont",50029
50023,"Washington County, Vermont",58171
50025,"Windham County, Vermont",50917
50027,"Windsor County, Vermont",54763
51001,"Accomack County, Virginia",38503
51003,"Albemarle County, Virginia",70342
51005,"Alleghany County, Virginia",45538
51007,"Amelia County, Virginia",58269
51009,"Amherst County, Virginia",47002
51011,"Appomattox County, Virginia",52134
51013,"Arlington County, Virginia",108706
51015,"Augusta County, Virginia",56802
51017,"Bath County, Virginia",44985
51019,"Bedford County, Virginia",56725
51021,"Bland County, Virginia",47800
51023,"Botetourt County, Virginia",61470
51025,"Brunswick County, Virginia",38858
51027,"Buchanan County, Virginia",30335
51029,"Buckingham County, Virginia",43514
51031,"Campbell County, Virginia",47005
51033,"Caroline County, Virginia",57294
51035,"Carroll County, Virginia",37048
51036,"Charles City County, Virginia",54167
51037,"Charlotte County, Virginia",33837
51041,"Chesterfield County, Virginia",73869
51043,"Clarke County, Virginia",71986
51045,"Craig County, Virginia",40500
51047,"Culpeper County, Virginia",66160
51049,"Cumberland County, Virginia",37489
51051,"Dickenson County, Virginia",31226
51053,"Dinwiddie County, Virginia",51579
51057,"Essex County, Virginia",47527
51059,"Fairfax County, Virginia",114329
51061,"Fauquier County, Virginia",91221
51063,"Floyd County, Virginia",47288
51065,"Fluvanna County, Virginia",66425
51067,"Franklin County, Virginia",48720
51069,"Frederick County, Virginia",68929
51071,"Giles County, Virginia",47675
51073,"Gloucester County, Virginia",62878
51075,"Goochland County, Virginia",82326
51077,"Grayson County, Virginia",31002
51079,"Greene County, Virginia",61615
51081,"Greensville County, Virginia",40559
51083,"Halifax County, Virginia",37001
51085,"Hanover County, Virginia",81170
51087,"Henrico County, Virginia",63699
51089,"Henry County, Virginia",34992
51091,"Highland County, Virginia",44877
51093,"Isle of Wight County, Virginia",66835
51095,"James City County, Virginia",80226
51097,"King and Queen County, Virginia",48852
51099,"King George County, Virginia",84342
51101,"King William County, Virginia",64297
51103,"Lancaster County, Virginia",50118
51105,"Lee County, Virginia",31577
51107,"Loudoun County, Virginia",125672
51109,"Louisa County, Virginia",54662
51111,"Lunenburg County, Virginia",39911
51113,"Madison County, Virginia",48271
51115,"Mathews County, Virginia",64049
51117,"Mecklenburg County, Virginia",40040
51119,"Middlesex County, Virginia",53093
51121,"Montgomery County, Virginia",49712
51125,"Nelson County, Virginia",50994
51127,"New Kent County, Virginia",75303
51131,"Northampton County, Virginia",37011
51133,"Northumberland County, Virginia",54440
51135,"Nottoway County, Virginia",36849
51137,"Orange County, Virginia",66990
51139,"Page County, Virginia",45030
51141,"Patrick County, Virginia",35999
51143,"Pittsylvania County, Virginia",43087
51145,"Powhatan County, Virginia",77684
51147,"Prince Edward County, Virginia",42283
51149,"Prince George County, Virginia",64805
51153,"Prince William County, Virginia",98546
51155,"Pulaski County, Virginia",49469
51157,"Rappahannock County, Virginia",58026
51159,"Richmond County, Virginia",44919
51161,"Roanoke County, Virginia",60380
51163,"Rockbridge County, Virginia",52478
51165,"Rockingham County, Virginia",55029
51167,"Russell County, Virginia",38370
51169,"Scott County, Virginia",38017
51171,"Shenandoah County, Virginia",50450
51173,"Smyth County, Virginia",38906
51175,"Southampton County, Virginia",51032
51177,"Spotsylvania County, Virginia",79742
51179,"Stafford County, Virginia",97528
51181,"Surry County, Virginia",56632
51183,"Sussex County, Virginia",37917
51185,"Tazewell County, Virginia",38238
51187,"Warren County, Virginia",63734
51191,"Washington County, Virginia",43835
51193,"Westmoreland County, Virginia",51566
51195,"Wise County, Virginia",36352
51197,"Wythe County, Virginia",42888
51199,"York County, Virginia",83410
51510,"Alexandria city, Virginia",89200
51520,"Bristol city, Virginia",35801
51530,"Buena Vista city, Virginia",29109
51540,"Charlottesville city, Virginia",50727
51550,"Chesapeake city, Virginia",69978
51570,"Colonial Heights city, Virginia",49639
51580,"Covington city, Virginia",34703
51590,"Danville city, Virginia",33721
51595,"Emporia city, Virginia",27169
51600,"Fairfax city, Virginia",104065
51610,"Falls Church city, Virginia",115244
51620,"Franklin city, Virginia",38333
51630,"Fredericksburg city, Virginia",53980
51640,"Galax city, Virginia",31110
51650,"Hampton city, Virginia",49890
51660,"Harrisonburg city, Virginia",40494
51670,"Hopewell city, Virginia",40814
51678,"Lexington city, Virginia",34464
51680,"Lynchburg city, Virginia",40728
51683,"Manassas city, Virginia",74371
51685,"Manassas Park city, Virginia",75027
51690,"Martinsville city, Virginia",31719
51700,"Newport News city, Virginia",50089
51710,"Norfolk city, Virginia",45268
51720,"Norton city, Virginia",26000
51730,"Petersburg city, Virginia",32169
51735,"Poquoson city, Virginia",84643
51740,"Portsmouth city, Virginia",47050
51750,"Radford city, Virginia",31457
51760,"Richmond city, Virginia",41187
51770,"Roanoke city, Virginia",39201
51775,"Salem city, Virginia",52351
51790,"Staunton city, Virginia",42948
51800,"Suffolk city, Virginia",65435
51810,"Virginia Beach city, Virginia",67719
51820,"Waynesboro city, Virginia",45097
51830,"Williamsburg city, Virginia",50091
51840,"Winchester city, Virginia",46466
53001,"Adams County, Washington",47554
53003,"Asotin County, Washington",45550
53005,"Benton County, Washington",61147
53007,"Chelan County, Washington",51845
53009,"Clallam County, Washington",47180
53011,"Clark County, Washington",62879
53013,"Columbia County, Washington",42083
53015,"Cowlitz County, Washington",49127
53017,"Douglas County, Washington",53758
53019,"Ferry County, Washington",39555
53021,"Franklin County, Washington",58284
53023,"Garfield County, Washington",51395
53025,"Grant County, Washington",50145
53027,"Grays Harbor County, Washington",44521
53029,"Island County, Washington",60261
53031,"Jefferson County, Washington",50928
53033,"King County, Washington",78800
53035,"Kitsap County, Washington",65017
53037,"Kittitas County, Washington",47898
53039,"Klickitat County, Washington",49633
53041,"Lewis County, Washington",44526
53043,"Lincoln County, Washington",47676
53045,"Mason County, Washington",51764
53047,"Okanogan County, Washington",41158
53049,"Pacific County, Washington",38387
53051,"Pend Oreille County, Washington",46036
53053,"Pierce County, Washington",61468
53055,"San Juan County, Washington",58029
53057,"Skagit County, Washington",56433
53059,"Skamania County, Washington",53082
53061,"Snohomish County, Washington",73528
53063,"Spokane County, Washington",50550
53065,"Stevens County, Washington",44115
53067,"Thurston County, Washington",62854
53069,"Wahkiakum County, Washington",48116
53071,"Walla Walla County, Washington",48705
53073,"Whatcom County, Washington",54207
53075,"Whitman County, Washington",38636
53077,"Yakima County, Washington",45700
54001,"Barbour County, West Virginia",36733
54003,"Berkeley County, West Virginia",57148
54005,"Boone County, West Virginia",37820
54007,"Braxton County, West Virginia",38092
54009,"Brooke County, West Virginia",46265
54011,"Cabell County, West Virginia",37760
54013,"Calhoun County, West Virginia",39384
54015,"Clay County, West Virginia",33639
54017,"Doddridge County, West Virginia",39381
54019,"Fayette County, West Virginia",37846
54021,"Gilmer County, West Virginia",37286
54023,"Grant County, West Virginia",38703
54025,"Greenbrier County, West Virginia",40026
54027,"Hampshire County, West Virginia",32177
54029,"Hancock County, West Virginia",40316
54031,"Hardy County, West Virginia",39840
54033,"Harrison County, West Virginia",44845
54035,"Jackson County, West Virginia",40949
54037,"Jefferson County, West Virginia",69753
54039,"Kanawha County, West Virginia",46528
54041,"Lewis County, West Virginia",37827
54043,"Lincoln County, West Virginia",36232
54045,"Logan County, West Virginia",37262
54047,"McDowell County, West Virginia",25206
54049,"Marion County, West Virginia",46430
54051,"Marshall County, West Virginia",44464
54053,"Mason County, West Virginia",37322
54055,"Mercer County, West Virginia",37255
54057,"Mineral County, West Virginia",36153
54059,"Mingo County, West Virginia",32441
54061,"Monongalia County, West Virginia",47060
54063,"Monroe County, West Virginia",35995
54065,"Morgan County, West Virginia",43234
54067,"Nicholas County, West Virginia",39901
54069,"Ohio County, West Virginia",41986
54071,"Pendleton County, West Virginia",37035
54073,"Pleasants County, West Virginia",45191
54075,"Pocahontas County, West Virginia",36026
54077,"Preston County, West Virginia",45221
54079,"Putnam County, West Virginia",56640
54081,"Raleigh County, West Virginia",41533
54083,"Randolph County, West Virginia",40308
54085,"Ritchie County, West Virginia",40850
54087,"Roane County, West Virginia",34144
54089,"Summers County, West Virginia",35620
