Id2,Geography,OneHundredPlus
28071,"Lafayette County, Mississippi",16.7
28073,"Lamar County, Mississippi",20.8
28075,"Lauderdale County, Mississippi",13.5
28077,"Lawrence County, Mississippi",12.9
28079,"Leake County, Mississippi",11.7
28081,"Lee County, Mississippi",14.3
28083,"Leflore County, Mississippi",9.5
28085,"Lincoln County, Mississippi",12.9
28087,"Lowndes County, Mississippi",13.9
28089,"Madison County, Mississippi",31.9
28091,"Marion County, Mississippi",12.8
28093,"Marshall County, Mississippi",9.7
28095,"Monroe County, Mississippi",9.9
28097,"Montgomery County, Mississippi",7.8
28099,"Neshoba County, Mississippi",12.9
28101,"Newton County, Mississippi",9.9
28103,"Noxubee County, Mississippi",5.4
28105,"Oktibbeha County, Mississippi",15.7
28107,"Panola County, Mississippi",11.2
28109,"Pearl River County, Mississippi",12.7
28111,"Perry County, Mississippi",7.7
28113,"Pike County, Mississippi",9.3
28115,"Pontotoc County, Mississippi",10.1
28117,"Prentiss County, Mississippi",8.7
28119,"Quitman County, Mississippi",6
28121,"Rankin County, Mississippi",24.8
28123,"Scott County, Mississippi",8
28125,"Sharkey County, Mississippi",7.1
28127,"Simpson County, Mississippi",12.2
28129,"Smith County, Mississippi",14.4
28131,"Stone County, Mississippi",10.3
28133,"Sunflower County, Mississippi",7.9
28135,"Tallahatchie County, Mississippi",7.4
28137,"Tate County, Mississippi",14.4
28139,"Tippah County, Mississippi",9.8
28141,"Tishomingo County, Mississippi",8.9
28143,"Tunica County, Mississippi",7.6
28145,"Union County, Mississippi",10.9
28147,"Walthall County, Mississippi",10.1
28149,"Warren County, Mississippi",14.4
28151,"Washington County, Mississippi",9.5
28153,"Wayne County, Mississippi",15.6
28155,"Webster County, Mississippi",9.6
28157,"Wilkinson County, Mississippi",5.7
28159,"Winston County, Mississippi",10.9
28161,"Yalobusha County, Mississippi",7.5
28163,"Yazoo County, Mississippi",8.3
29001,"Adair County, Missouri",13.3
29003,"Andrew County, Missouri",20.3
29005,"Atchison County, Missouri",12.7
29007,"Audrain County, Missouri",7.9
29009,"Barry County, Missouri",10
29011,"Barton County, Missouri",13
29013,"Bates County, Missouri",13.9
29015,"Benton County, Missouri",6.3
29017,"Bollinger County, Missouri",9.3
29019,"Boone County, Missouri",20.9
29021,"Buchanan County, Missouri",14
29023,"Butler County, Missouri",8.6
29025,"Caldwell County, Missouri",13
29027,"Callaway County, Missouri",15.9
29029,"Camden County, Missouri",15.1
29031,"Cape Girardeau County, Missouri",17.4
29033,"Carroll County, Missouri",13
29035,"Carter County, Missouri",10.1
29037,"Cass County, Missouri",24.1
29039,"Cedar County, Missouri",7.7
29041,"Chariton County, Missouri",13.5
29043,"Christian County, Missouri",17.7
29045,"Clark County, Missouri",12.7
29047,"Clay County, Missouri",26
29049,"Clinton County, Missouri",19.5
29051,"Cole County, Missouri",18.8
29053,"Cooper County, Missouri",13.7
29055,"Crawford County, Missouri",11.4
29057,"Dade County, Missouri",9
29059,"Dallas County, Missouri",6.3
29061,"Daviess County, Missouri",11.1
29063,"DeKalb County, Missouri",14.3
29065,"Dent County, Missouri",7.8
29067,"Douglas County, Missouri",6.3
29069,"Dunklin County, Missouri",7.5
29071,"Franklin County, Missouri",17.5
29073,"Gasconade County, Missouri",13.8
29075,"Gentry County, Missouri",11.3
29077,"Greene County, Missouri",13.8
29079,"Grundy County, Missouri",10.5
29081,"Harrison County, Missouri",7.4
29083,"Henry County, Missouri",9.9
29085,"Hickory County, Missouri",8.1
29087,"Holt County, Missouri",9.9
29089,"Howard County, Missouri",15.2
29091,"Howell County, Missouri",10
29093,"Iron County, Missouri",7.5
29095,"Jackson County, Missouri",18.4
29097,"Jasper County, Missouri",13
29099,"Jefferson County, Missouri",21.4
29101,"Johnson County, Missouri",14.8
29103,"Knox County, Missouri",9.1
29105,"Laclede County, Missouri",8.8
29107,"Lafayette County, Missouri",15.7
29109,"Lawrence County, Missouri",11.4
29111,"Lewis County, Missouri",11.5
29113,"Lincoln County, Missouri",19.3
29115,"Linn County, Missouri",10.3
29117,"Livingston County, Missouri",15.3
29119,"McDonald County, Missouri",9.1
29121,"Macon County, Missouri",7.2
29123,"Madison County, Missouri",8.2
29125,"Maries County, Missouri",9.5
29127,"Marion County, Missouri",12.1
29129,"Mercer County, Missouri",12
29131,"Miller County, Missouri",12.9
29133,"Mississippi County, Missouri",7.3
29135,"Moniteau County, Missouri",14.4
29137,"Monroe County, Missouri",8.7
29139,"Montgomery County, Missouri",10.8
29141,"Morgan County, Missouri",8.8
29143,"New Madrid County, Missouri",9
29145,"Newton County, Missouri",14.1
29147,"Nodaway County, Missouri",11
29149,"Oregon County, Missouri",9.4
29151,"Osage County, Missouri",15.2
29153,"Ozark County, Missouri",4.8
29155,"Pemiscot County, Missouri",9.1
29157,"Perry County, Missouri",15.4
29159,"Pettis County, Missouri",10.2
29161,"Phelps County, Missouri",15.3
29163,"Pike County, Missouri",13.2
29165,"Platte County, Missouri",30.9
29167,"Polk County, Missouri",10.4
29169,"Pulaski County, Missouri",13.6
29171,"Putnam County, Missouri",6.8
29173,"Ralls County, Missouri",13.1
29175,"Randolph County, Missouri",11.3
29177,"Ray County, Missouri",17.7
29179,"Reynolds County, Missouri",11.4
29181,"Ripley County, Missouri",6.9
29183,"St. Charles County, Missouri",34.1
29185,"St. Clair County, Missouri",8
29186,"Ste. Genevieve County, Missouri",15.5
29187,"St. Francois County, Missouri",11.3
29189,"St. Louis County, Missouri",28.7
29195,"Saline County, Missouri",11.3
29197,"Schuyler County, Missouri",8.2
29199,"Scotland County, Missouri",13.9
29201,"Scott County, Missouri",11.7
29203,"Shannon County, Missouri",12.2
29205,"Shelby County, Missouri",11.2
29207,"Stoddard County, Missouri",8.8
29209,"Stone County, Missouri",11.9
29211,"Sullivan County, Missouri",7.9
29213,"Taney County, Missouri",10.1
29215,"Texas County, Missouri",8.2
29217,"Vernon County, Missouri",10.5
29219,"Warren County, Missouri",19.8
29221,"Washington County, Missouri",8
29223,"Wayne County, Missouri",6.3
29225,"Webster County, Missouri",13.9
29227,"Worth County, Missouri",9.8
29229,"Wright County, Missouri",7
29510,"St. Louis city, Missouri",13.9
30001,"Beaverhead County, Montana",13.2
30003,"Big Horn County, Montana",18.2
30005,"Blaine County, Montana",9.3
30007,"Broadwater County, Montana",21
30009,"Carbon County, Montana",20.3
30011,"Carter County, Montana",21.1
30013,"Cascade County, Montana",16.5
30015,"Chouteau County, Montana",16.3
30017,"Custer County, Montana",18.1
30019,"Daniels County, Montana",16
30021,"Dawson County, Montana",20.9
30023,"Deer Lodge County, Montana",12.1
30025,"Fallon County, Montana",19
30027,"Fergus County, Montana",13.2
30029,"Flathead County, Montana",16.3
30031,"Gallatin County, Montana",23.2
30033,"Garfield County, Montana",19.5
30035,"Glacier County, Montana",11.6
30037,"Golden Valley County, Montana",11.8
30039,"Granite County, Montana",16.5
30041,"Hill County, Montana",14.4
30043,"Jefferson County, Montana",26.4
30045,"Judith Basin County, Montana",13.3
30047,"Lake County, Montana",13.9
30049,"Lewis and Clark County, Montana",21.8
30051,"Liberty County, Montana",15
30053,"Lincoln County, Montana",10
30055,"McCone County, Montana",17
30057,"Madison County, Montana",16.5
30059,"Meagher County, Montana",6.1
30061,"Mineral County, Montana",5.1
30063,"Missoula County, Montana",18.3
30065,"Musselshell County, Montana",11
30067,"Park County, Montana",14.5
30069,"Petroleum County, Montana",13.2
30071,"Phillips County, Montana",10.9
30073,"Pondera County, Montana",12.6
30075,"Powder River County, Montana",14.2
30077,"Powell County, Montana",14.7
30079,"Prairie County, Montana",14.3
30081,"Ravalli County, Montana",12.7
30083,"Richland County, Montana",26.4
30085,"Roosevelt County, Montana",13.2
30087,"Rosebud County, Montana",20.2
30089,"Sanders County, Montana",8
30091,"Sheridan County, Montana",22.3
30093,"Silver Bow County, Montana",15.2
30095,"Stillwater County, Montana",25.8
30097,"Sweet Grass County, Montana",19.7
30099,"Teton County, Montana",18
30101,"Toole County, Montana",11.5
30103,"Treasure County, Montana",6.7
30105,"Valley County, Montana",19.4
30107,"Wheatland County, Montana",5.8
30109,"Wibaux County, Montana",15.1
30111,"Yellowstone County, Montana",21.6
31001,"Adams County, Nebraska",17
31003,"Antelope County, Nebraska",13.1
31005,"Arthur County, Nebraska",5.9
31007,"Banner County, Nebraska",15.6
31009,"Blaine County, Nebraska",12.8
31011,"Boone County, Nebraska",17.5
31013,"Box Butte County, Nebraska",20.1
31015,"Boyd County, Nebraska",13.1
31017,"Brown County, Nebraska",13.6
31019,"Buffalo County, Nebraska",20.6
31021,"Burt County, Nebraska",15.2
31023,"Butler County, Nebraska",15.8
31025,"Cass County, Nebraska",25.9
31027,"Cedar County, Nebraska",17.9
31029,"Chase County, Nebraska",15.6
31031,"Cherry County, Nebraska",13.2
31033,"Cheyenne County, Nebraska",20.7
31035,"Clay County, Nebraska",13.8
31037,"Colfax County, Nebraska",16.2
31039,"Cuming County, Nebraska",16.1
31041,"Custer County, Nebraska",13.7
31043,"Dakota County, Nebraska",16.9
31045,"Dawes County, Nebraska",10.9
31047,"Dawson County, Nebraska",15.5
31049,"Deuel County, Nebraska",16.4
31051,"Dixon County, Nebraska",15
31053,"Dodge County, Nebraska",14.5
31055,"Douglas County, Nebraska",24.7
31057,"Dundy County, Nebraska",14.7
31059,"Fillmore County, Nebraska",17.3
31061,"Franklin County, Nebraska",14.7
31063,"Frontier County, Nebraska",14
31065,"Furnas County, Nebraska",11.1
31067,"Gage County, Nebraska",15.6
31069,"Garden County, Nebraska",17.1
31071,"Garfield County, Nebraska",9.2
31073,"Gosper County, Nebraska",23.6
31075,"Grant County, Nebraska",6.9
31077,"Greeley County, Nebraska",13.9
31079,"Hall County, Nebraska",15.8
31081,"Hamilton County, Nebraska",23.6
31083,"Harlan County, Nebraska",10.1
31085,"Hayes County, Nebraska",13.8
31087,"Hitchcock County, Nebraska",10.9
31089,"Holt County, Nebraska",14.5
31091,"Hooker County, Nebraska",8.7
31093,"Howard County, Nebraska",17.6
31095,"Jefferson County, Nebraska",12.3
31097,"Johnson County, Nebraska",15.9
31099,"Kearney County, Nebraska",21.4
31101,"Keith County, Nebraska",13.5
31103,"Keya Paha County, Nebraska",17.5
31105,"Kimball County, Nebraska",10.1
31107,"Knox County, Nebraska",14
31109,"Lancaster County, Nebraska",21.7
31111,"Lincoln County, Nebraska",18.1
31113,"Logan County, Nebraska",13.9
31115,"Loup County, Nebraska",17.7
31117,"McPherson County, Nebraska",20.4
31119,"Madison County, Nebraska",14.7
31121,"Merrick County, Nebraska",16.7
31123,"Morrill County, Nebraska",12.6
31125,"Nance County, Nebraska",14.2
31127,"Nemaha County, Nebraska",21.1
31129,"Nuckolls County, Nebraska",7.9
31131,"Otoe County, Nebraska",19
31133,"Pawnee County, Nebraska",13.3
31135,"Perkins County, Nebraska",18.6
31137,"Phelps County, Nebraska",17.3
31139,"Pierce County, Nebraska",17.8
31141,"Platte County, Nebraska",18.3
31143,"Polk County, Nebraska",21.7
31145,"Red Willow County, Nebraska",17.5
31147,"Richardson County, Nebraska",14.1
31149,"Rock County, Nebraska",16
31151,"Saline County, Nebraska",13.3
31153,"Sarpy County, Nebraska",31.9
31155,"Saunders County, Nebraska",26.2
31157,"Scotts Bluff County, Nebraska",15.6
31159,"Seward County, Nebraska",23.6
31161,"Sheridan County, Nebraska",14.2
31163,"Sherman County, Nebraska",12.3
31165,"Sioux County, Nebraska",15.8
31167,"Stanton County, Nebraska",18.1
31169,"Thayer County, Nebraska",15.5
31171,"Thomas County, Nebraska",18.1
31173,"Thurston County, Nebraska",14.9
31175,"Valley County, Nebraska",16.5
31177,"Washington County, Nebraska",30.7
31179,"Wayne County, Nebraska",21.5
31181,"Webster County, Nebraska",15
31183,"Wheeler County, Nebraska",16.3
31185,"York County, Nebraska",19.4
32001,"Churchill County, Nevada",18.1
32003,"Clark County, Nevada",20.2
32005,"Douglas County, Nevada",24.9
32007,"Elko County, Nevada",32.4
32009,"Esmeralda County, Nevada",10.6
32011,"Eureka County, Nevada",33.6
32013,"Humboldt County, Nevada",27
32015,"Lander County, Nevada",36
32017,"Lincoln County, Nevada",13.7
32019,"Lyon County, Nevada",14.9
32021,"Mineral County, Nevada",10.5
32023,"Nye County, Nevada",12.9
32027,"Pershing County, Nevada",14.7
32029,"Storey County, Nevada",23.4
32031,"Washoe County, Nevada",23.1
32033,"White Pine County, Nevada",23.1
32510,"Carson City, Nevada",17.1
33001,"Belknap County, New Hampshire",25.9
33003,"Carroll County, New Hampshire",22.4
33005,"Cheshire County, New Hampshire",22.6
33007,"Coos County, New Hampshire",13.2
33009,"Grafton County, New Hampshire",25.2
33011,"Hillsborough County, New Hampshire",34.3
33013,"Merrimack County, New Hampshire",29.1
33015,"Rockingham County, New Hampshire",40.5
33017,"Strafford County, New Hampshire",26.5
33019,"Sullivan County, New Hampshire",21.7
34001,"Atlantic County, New Jersey",24.8
34003,"Bergen County, New Jersey",44.8
34005,"Burlington County, New Jersey",38.5
34007,"Camden County, New Jersey",29.9
34009,"Cape May County, New Jersey",26.7
34011,"Cumberland County, New Jersey",19.3
34013,"Essex County, New Jersey",28.4
34015,"Gloucester County, New Jersey",38.1
34017,"Hudson County, New Jersey",30.8
34019,"Hunterdon County, New Jersey",54.4
34021,"Mercer County, New Jersey",37.4
34023,"Middlesex County, New Jersey",39.5
34025,"Monmouth County, New Jersey",44.3
34027,"Morris County, New Jersey",51.6
34029,"Ocean County, New Jersey",29.5
34031,"Passaic County, New Jersey",30.8
34033,"Salem County, New Jersey",28
34035,"Somerset County, New Jersey",51.5
34037,"Sussex County, New Jersey",42.6
34039,"Union County, New Jersey",35.2
34041,"Warren County, New Jersey",34.9
35001,"Bernalillo County, New Mexico",19.9
35003,"Catron County, New Mexico",8.4
35005,"Chaves County, New Mexico",14.5
35006,"Cibola County, New Mexico",9
35007,"Colfax County, New Mexico",9.5
35009,"Curry County, New Mexico",12.8
35011,"De Baca County, New Mexico",16
35013,"Doña Ana County, New Mexico",14.1
35015,"Eddy County, New Mexico",23.2
35017,"Grant County, New Mexico",12.5
35019,"Guadalupe County, New Mexico",8.1
35021,"Harding County, New Mexico",12.5
35023,"Hidalgo County, New Mexico",8.9
35025,"Lea County, New Mexico",23.4
35027,"Lincoln County, New Mexico",13.1
35028,"Los Alamos County, New Mexico",52.8
35029,"Luna County, New Mexico",7.4
35031,"McKinley County, New Mexico",9.8
35033,"Mora County, New Mexico",6.3
35035,"Otero County, New Mexico",10.5
35037,"Quay County, New Mexico",8.1
35039,"Rio Arriba County, New Mexico",13
35041,"Roosevelt County, New Mexico",10
35043,"Sandoval County, New Mexico",24.8
35045,"San Juan County, New Mexico",18.6
35047,"San Miguel County, New Mexico",7.9
35049,"Santa Fe County, New Mexico",24.7
35051,"Sierra County, New Mexico",5.7
35053,"Socorro County, New Mexico",9.7
35055,"Taos County, New Mexico",12.2
35057,"Torrance County, New Mexico",12.4
35059,"Union County, New Mexico",12.8
35061,"Valencia County, New Mexico",12.7
36001,"Albany County, New York",27.7
36003,"Allegany County, New York",11.9
36005,"Bronx County, New York",12.8
36007,"Broome County, New York",17.8
36009,"Cattaraugus County, New York",13.8
36011,"Cayuga County, New York",19.6
36013,"Chautauqua County, New York",13
36015,"Chemung County, New York",18.5
36017,"Chenango County, New York",14.7
36019,"Clinton County, New York",18.4
36021,"Columbia County, New York",25.2
36023,"Cortland County, New York",18.6
36025,"Delaware County, New York",14.8
36027,"Dutchess County, New York",34.7
36029,"Erie County, New York",22.1
36031,"Essex County, New York",18.6
36033,"Franklin County, New York",16
36035,"Fulton County, New York",17.1
36037,"Genesee County, New York",18.8
36039,"Greene County, New York",19.8
36041,"Hamilton County, New York",18.4
36043,"Herkimer County, New York",15.5
36045,"Jefferson County, New York",16.9
36047,"Kings County, New York",24.1
36049,"Lewis County, New York",17.6
36051,"Livingston County, New York",19.2
36053,"Madison County, New York",22
36055,"Monroe County, New York",22.8
36057,"Montgomery County, New York",14.7
36059,"Nassau County, New York",51.2
36061,"New York County, New York",40.6
36063,"Niagara County, New York",19.2
36065,"Oneida County, New York",18.1
36067,"Onondaga County, New York",23.8
36069,"Ontario County, New York",24.8
36071,"Orange County, New York",35.2
36073,"Orleans County, New York",15.7
36075,"Oswego County, New York",17.2
36077,"Otsego County, New York",17.4
36079,"Putnam County, New York",48.6
36081,"Queens County, New York",26.6
36083,"Rensselaer County, New York",26.6
36085,"Richmond County, New York",36.4
36087,"Rockland County, New York",43.4
36089,"St. Lawrence County, New York",14.5
36091,"Saratoga County, New York",34.8
36093,"Schenectady County, New York",24.6
36095,"Schoharie County, New York",17.4
36097,"Schuyler County, New York",16.2
36099,"Seneca County, New York",18.1
36101,"Steuben County, New York",17
36103,"Suffolk County, New York",45
36105,"Sullivan County, New York",19.8
36107,"Tioga County, New York",23.9
36109,"Tompkins County, New York",23.9
36111,"Ulster County, New York",26.7
36113,"Warren County, New York",22.5
36115,"Washington County, New York",17.3
36117,"Wayne County, New York",18.2
36119,"Westchester County, New York",44.7
36121,"Wyoming County, New York",15.6
36123,"Yates County, New York",19.6
37001,"Alamance County, North Carolina",15.6
37003,"Alexander County, North Carolina",11.4
37005,"Alleghany County, North Carolina",8.9
37007,"Anson County, North Carolina",8.8
37009,"Ashe County, North Carolina",8.8
37011,"Avery County, North Carolina",11.6
37013,"Beaufort County, North Carolina",12.6
37015,"Bertie County, North Carolina",8
37017,"Bladen County, North Carolina",8.1
37019,"Brunswick County, North Carolina",17.2
37021,"Buncombe County, North Carolina",17.5
37023,"Burke County, North Carolina",9.9
37025,"Cabarrus County, North Carolina",24.2
37027,"Caldwell County, North Carolina",9
37029,"Camden County, North Carolina",22.8
37031,"Carteret County, North Carolina",18.5
37033,"Caswell County, North Carolina",9.1
37035,"Catawba County, North Carolina",15.2
37037,"Chatham County, North Carolina",26.6
37039,"Cherokee County, North Carolina",7.6
37041,"Chowan County, North Carolina",12.8
37043,"Clay County, North Carolina",9.8
37045,"Cleveland County, North Carolina",10.4
37047,"Columbus County, North Carolina",10.9
37049,"Craven County, North Carolina",15.8
37051,"Cumberland County, North Carolina",14
37053,"Currituck County, North Carolina",26.3
37055,"Dare County, North Carolina",18.6
37057,"Davidson County, North Carolina",14.4
37059,"Davie County, North Carolina",19.8
37061,"Duplin County, North Carolina",8.8
37063,"Durham County, North Carolina",23.8
37065,"Edgecombe County, North Carolina",7.2
37067,"Forsyth County, North Carolina",18.4
37069,"Franklin County, North Carolina",15.1
37071,"Gaston County, North Carolina",14.9
37073,"Gates County, North Carolina",15.9
37075,"Graham County, North Carolina",8.3
37077,"Granville County, North Carolina",17.9
37079,"Greene County, North Carolina",8.5
37081,"Guilford County, North Carolina",19
37083,"Halifax County, North Carolina",9.6
37085,"Harnett County, North Carolina",15.7
37087,"Haywood County, North Carolina",15.1
37089,"Henderson County, North Carolina",15.1
37091,"Hertford County, North Carolina",9.8
37093,"Hoke County, North Carolina",12
37095,"Hyde County, North Carolina",11.1
37097,"Iredell County, North Carolina",21.3
37099,"Jackson County, North Carolina",10.2
37101,"Johnston County, North Carolina",18.3
37103,"Jones County, North Carolina",9.2
37105,"Lee County, North Carolina",14.1
37107,"Lenoir County, North Carolina",9.4
37109,"Lincoln County, North Carolina",20
37111,"McDowell County, North Carolina",8.8
37113,"Macon County, North Carolina",12.3
37115,"Madison County, North Carolina",12.6
37117,"Martin County, North Carolina",9.4
37119,"Mecklenburg County, North Carolina",27.5
37121,"Mitchell County, North Carolina",9.1
37123,"Montgomery County, North Carolina",11.4
37125,"Moore County, North Carolina",21.8
37127,"Nash County, North Carolina",15
37129,"New Hanover County, North Carolina",21.7
37131,"Northampton County, North Carolina",8.7
37133,"Onslow County, North Carolina",13.3
37135,"Orange County, North Carolina",32.6
37137,"Pamlico County, North Carolina",14.2
37139,"Pasquotank County, North Carolina",14.5
37141,"Pender County, North Carolina",17.2
37143,"Perquimans County, North Carolina",15.3
37145,"Person County, North Carolina",12.6
37147,"Pitt County, North Carolina",16.3
37149,"Polk County, North Carolina",15.6
37151,"Randolph County, North Carolina",12.5
37153,"Richmond County, North Carolina",8.6
37155,"Robeson County, North Carolina",7.6
37157,"Rockingham County, North Carolina",10.7
37159,"Rowan County, North Carolina",13.3
37161,"Rutherford County, North Carolina",9
37163,"Sampson County, North Carolina",9.9
37165,"Scotland County, North Carolina",8.7
37167,"Stanly County, North Carolina",13.7
37169,"Stokes County, North Carolina",10.1
37171,"Surry County, North Carolina",12
37173,"Swain County, North Carolina",10
37175,"Transylvania County, North Carolina",11
37177,"Tyrrell County, North Carolina",6.9
37179,"Union County, North Carolina",31.1
37181,"Vance County, North Carolina",8.3
37183,"Wake County, North Carolina",33.6
37185,"Warren County, North Carolina",9.9
37187,"Washington County, North Carolina",7.5
37189,"Watauga County, North Carolina",14.3
37191,"Wayne County, North Carolina",12.5
37193,"Wilkes County, North Carolina",9.7
37195,"Wilson County, North Carolina",12.5
37197,"Yadkin County, North Carolina",10.9
37199,"Yancey County, North Carolina",9.2
38001,"Adams County, North Dakota",25.1
38003,"Barnes County, North Dakota",21.5
38005,"Benson County, North Dakota",14
38007,"Billings County, North Dakota",36.6
38009,"Bottineau County, North Dakota",22.6
38011,"Bowman County, North Dakota",27.2
38013,"Burke County, North Dakota",28.6
38015,"Burleigh County, North Dakota",29
38017,"Cass County, North Dakota",22.5
38019,"Cavalier County, North Dakota",27
38021,"Dickey County, North Dakota",19.1
38023,"Divide County, North Dakota",29.4
38025,"Dunn County, North Dakota",34.9
38027,"Eddy County, North Dakota",15.3
38029,"Emmons County, North Dakota",16.1
38031,"Foster County, North Dakota",19.1
38033,"Golden Valley County, North Dakota",14.6
38035,"Grand Forks County, North Dakota",20.9
38037,"Grant County, North Dakota",23
38039,"Griggs County, North Dakota",22.3
38041,"Hettinger County, North Dakota",19.1
38043,"Kidder County, North Dakota",21.6
38045,"LaMoure County, North Dakota",24.6
38047,"Logan County, North Dakota",19.6
38049,"McHenry County, North Dakota",24.2
38051,"McIntosh County, North Dakota",16.2
38053,"McKenzie County, North Dakota",39.5
38055,"McLean County, North Dakota",22.5
38057,"Mercer County, North Dakota",30.3
38059,"Morton County, North Dakota",26.2
38061,"Mountrail County, North Dakota",31
38063,"Nelson County, North Dakota",21.5
38065,"Oliver County, North Dakota",27.7
38067,"Pembina County, North Dakota",22.8
38069,"Pierce County, North Dakota",17.9
38071,"Ramsey County, North Dakota",19.6
38073,"Ransom County, North Dakota",18.2
38075,"Renville County, North Dakota",28.2
38077,"Richland County, North Dakota",20.7
38079,"Rolette County, North Dakota",14.7
38081,"Sargent County, North Dakota",20.7
38083,"Sheridan County, North Dakota",18.9
38085,"Sioux County, North Dakota",14.1
38087,"Slope County, North Dakota",24.9
38089,"Stark County, North Dakota",35.9
38091,"Steele County, North Dakota",23.9
38093,"Stutsman County, North Dakota",19.4
38095,"Towner County, North Dakota",21
38097,"Traill County, North Dakota",22.4
38099,"Walsh County, North Dakota",17.1
38101,"Ward County, North Dakota",26.3
38103,"Wells County, North Dakota",16.8
38105,"Williams County, North Dakota",45.1
39001,"Adams County, Ohio",10.6
39003,"Allen County, Ohio",13.7
39005,"Ashland County, Ohio",13.5
39007,"Ashtabula County, Ohio",11.5
39009,"Athens County, Ohio",12.4
39011,"Auglaize County, Ohio",19
39013,"Belmont County, Ohio",15.2
39015,"Brown County, Ohio",13.8
39017,"Butler County, Ohio",26
39019,"Carroll County, Ohio",15.5
39021,"Champaign County, Ohio",16.7
39023,"Clark County, Ohio",14.1
39025,"Clermont County, Ohio",26.4
39027,"Clinton County, Ohio",16.6
39029,"Columbiana County, Ohio",13.6
39031,"Coshocton County, Ohio",12.5
39033,"Crawford County, Ohio",10.7
39035,"Cuyahoga County, Ohio",18.9
39037,"Darke County, Ohio",13.3
39039,"Defiance County, Ohio",14.2
39041,"Delaware County, Ohio",46.9
39043,"Erie County, Ohio",18.5
39045,"Fairfield County, Ohio",26.2
39047,"Fayette County, Ohio",12.5
39049,"Franklin County, Ohio",22.6
39051,"Fulton County, Ohio",18.9
39053,"Gallia County, Ohio",13.8
39055,"Geauga County, Ohio",36.2
39057,"Greene County, Ohio",28.1
39059,"Guernsey County, Ohio",12.2
39061,"Hamilton County, Ohio",22.4
39063,"Hancock County, Ohio",20.1
39065,"Hardin County, Ohio",12.4
39067,"Harrison County, Ohio",13.2
39069,"Henry County, Ohio",17.4
39071,"Highland County, Ohio",11.2
39073,"Hocking County, Ohio",13.4
39075,"Holmes County, Ohio",16.7
39077,"Huron County, Ohio",14.8
39079,"Jackson County, Ohio",9
39081,"Jefferson County, Ohio",13.6
39083,"Knox County, Ohio",14.7
39085,"Lake County, Ohio",23.8
39087,"Lawrence County, Ohio",12
39089,"Licking County, Ohio",23
39091,"Logan County, Ohio",17.5
39093,"Lorain County, Ohio",21.2
39095,"Lucas County, Ohio",16.9
39097,"Madison County, Ohio",22.7
39099,"Mahoning County, Ohio",14.5
39101,"Marion County, Ohio",12.9
39103,"Medina County, Ohio",30.6
39105,"Meigs County, Ohio",11.3
39107,"Mercer County, Ohio",18.6
39109,"Miami County, Ohio",19.3
39111,"Monroe County, Ohio",10.5
39113,"Montgomery County, Ohio",16.9
39115,"Morgan County, Ohio",9.5
39117,"Morrow County, Ohio",18
39119,"Muskingum County, Ohio",12.9
39121,"Noble County, Ohio",8.7
39123,"Ottawa County, Ohio",21.7
39125,"Paulding County, Ohio",14.1
39127,"Perry County, Ohio",12.4
39129,"Pickaway County, Ohio",20.8
39131,"Pike County, Ohio",13.7
39133,"Portage County, Ohio",20.2
39135,"Preble County, Ohio",15
39137,"Putnam County, Ohio",22.5
39139,"Richland County, Ohio",12.1
39141,"Ross County, Ohio",14.3
39143,"Sandusky County, Ohio",14.8
39145,"Scioto County, Ohio",12.9
39147,"Seneca County, Ohio",14.3
39149,"Shelby County, Ohio",19.4
39151,"Stark County, Ohio",17.9
39153,"Summit County, Ohio",21
39155,"Trumbull County, Ohio",13.1
39157,"Tuscarawas County, Ohio",13.7
39159,"Union County, Ohio",33.4
39161,"Van Wert County, Ohio",14
39163,"Vinton County, Ohio",10.2
39165,"Warren County, Ohio",36.8
39167,"Washington County, Ohio",14.5
39169,"Wayne County, Ohio",16.9
39171,"Williams County, Ohio",11.6
39173,"Wood County, Ohio",23.5
39175,"Wyandot County, Ohio",14.3
40001,"Adair County, Oklahoma",6.5
40003,"Alfalfa County, Oklahoma",18.9
40005,"Atoka County, Oklahoma",9.7
40007,"Beaver County, Oklahoma",18.3
40009,"Beckham County, Oklahoma",19.6
40011,"Blaine County, Oklahoma",13.8
40013,"Bryan County, Oklahoma",12.9
40015,"Caddo County, Oklahoma",12.3
40017,"Canadian County, Oklahoma",27.4
40019,"Carter County, Oklahoma",15.8
40021,"Cherokee County, Oklahoma",11.4
40023,"Choctaw County, Oklahoma",7.6
40025,"Cimarron County, Oklahoma",12.8
40027,"Cleveland County, Oklahoma",22.6
40029,"Coal County, Oklahoma",14.4
40031,"Comanche County, Oklahoma",16.8
40033,"Cotton County, Oklahoma",14.2
40035,"Craig County, Oklahoma",10.9
40037,"Creek County, Oklahoma",15.4
40039,"Custer County, Oklahoma",18.8
40041,"Delaware County, Oklahoma",12.3
40043,"Dewey County, Oklahoma",17.7
40045,"Ellis County, Oklahoma",21.5
40047,"Garfield County, Oklahoma",15.6
40049,"Garvin County, Oklahoma",13.4
40051,"Grady County, Oklahoma",20.9
40053,"Grant County, Oklahoma",18.3
40055,"Greer County, Oklahoma",12.2
40057,"Harmon County, Oklahoma",9.7
40059,"Harper County, Oklahoma",18.8
40061,"Haskell County, Oklahoma",9.9
40063,"Hughes County, Oklahoma",10.3
40065,"Jackson County, Oklahoma",14.4
40067,"Jefferson County, Oklahoma",10.7
